# planck lensing likelihood data file
# hash  :  v50_100_pt6_ps_psm_dustsyncproj_bl_stack_simnse_2d_simbeam_simlens (pipeline v06)
# date  :  17/06/2012 21:59
#
# nbins : 1
# s3    :  3.87739254523e-09 +- 6.61527510213e-09 [uK^3]
# s4    :  3.44741380888e-11 +- 3.2406752927e-12 [uK^4]
#
# format: mono
#         (1 row) nbins (number of bins)
#         (1 row) lmax (maximum multipole of \bar{T})
#         (nbins  rows,  four cols) i, lmin^{i}, lmax^{i}, \hat{A}_i for each bin i
#         (nbins  rows, nbins cols) \sigma (meas)
#         (nbins  rows, nbins cols) \sigma^{-1} (meas)
#         (lmax+1 rows, seven cols) l, C_l^{\phi\phi, fid}, C_l^{TT, fid} [uK^2], B_l^{fid}, F_l, V_l^{-1}, A_l^{-1}
#
1
2048
0      10 500     0.935365301571
8.606779363633999813e-03
1.161874793985394660e+02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.442909721029426880e+11 4.122450000000000000e+05
2.000000000000000000e+00 8.407486778538843780e-09 1.200193113426420496e+03 9.999960961030955886e-01 8.331989999999999622e-04 5.236089200006850000e+13 6.082960000000000000e+06
3.000000000000000000e+00 2.561806063306513974e-09 5.572138169917096775e+02 9.999922099051321567e-01 1.794639999999999907e-03 1.412513911938154000e+15 2.670200000000000000e+07
4.000000000000000000e+00 1.064624096701699668e-09 3.110930709290756795e+02 9.999869795706146647e-01 3.214470000000000088e-03 1.502267176958179200e+16 7.679780000000000000e+07
5.000000000000000000e+00 5.281371533151215396e-10 1.955704258712717944e+02 9.999804993059808744e-01 5.113229999999999859e-03 9.613723206393988800e+16 1.757300000000000000e+08
6.000000000000000000e+00 2.939348493842445110e-10 1.335969755921568094e+02 9.999726784139792990e-01 7.485170000000000191e-03 4.447361030106570240e+17 3.476770000000000000e+08
7.000000000000000000e+00 1.774513722232616911e-10 9.701574713498163760e+01 9.999635612893769121e-01 1.030750000000000069e-02 1.640442088720022272e+18 6.216290000000000000e+08
8.000000000000000000e+00 1.138223406107440307e-10 7.376634083554033339e+01 9.999531503019286616e-01 1.355619999999999915e-02 5.117720926903399424e+18 1.031360000000000000e+09
9.000000000000000000e+00 7.653708912455035027e-11 5.822208945142843817e+01 9.999414446704379955e-01 1.717540000000000039e-02 1.403273669167915622e+19 1.615440000000000000e+09
