# planck lensing likelihood data file
# hash  :  v50_217_pt6_ps_857_proj_bl_stack_eprfg_rcib_simnse_2d_simbeam_simlens (pipeline v06)
# date  :  17/06/2012 21:59
#
# nbins : 8
# s3    :  8.33782324755e-10 +- 5.6257567456e-10 [uK^3]
# s4    :  1.41858737252e-13 +- 1.01917590465e-13 [uK^4]
#
# format: mono
#         (1 row) nbins (number of bins)
#         (1 row) lmax (maximum multipole of \bar{T})
#         (nbins  rows,  four cols) i, lmin^{i}, lmax^{i}, \hat{A}_i for each bin i
#         (nbins  rows, nbins cols) \sigma (meas)
#         (nbins  rows, nbins cols) \sigma^{-1} (meas)
#         (lmax+1 rows, seven cols) l, C_l^{\phi\phi, fid}, C_l^{TT, fid} [uK^2], B_l^{fid}, F_l, V_l^{-1}, A_l^{-1}
#
8
2048
0      10 49      0.966283471031
1      50 69      1.17676211165
2      70 89      0.981417750191
3      90 109     1.04630905701
4     110 139     0.963824233098
5     140 174     1.03872672218
6     175 249     0.976144937894
7     250 500     1.17605080872
9.931142230453679151e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.373532490927797250e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.032704685699758519e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.148642428621390703e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.405995359116674226e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.921084326764682285e-03 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.169519273655154554e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.066341644552148797e-02
1.006933519624275419e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.280497597290307965e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 9.683310377568415106e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.705929496268107926e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.063151704652670588e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.120939970267784389e+02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.550521761600833770e+01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.377857510385318562e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 1.345242043785963867e+12 1.258740000000000000e+06
2.000000000000000000e+00 8.407486778538843780e-09 1.200193113426420496e+03 9.999990081636596084e-01 8.331989999999999622e-04 4.707688676614465000e+14 1.823960000000000000e+07
3.000000000000000000e+00 2.561806063306513974e-09 5.572138169917096775e+02 9.999980340119700717e-01 1.794639999999999907e-03 1.263520382562477200e+16 7.986170000000000000e+07
4.000000000000000000e+00 1.064624096701699668e-09 3.110930709290756795e+02 9.999966863831168951e-01 3.214470000000000088e-03 1.341434841878078080e+17 2.294880000000000000e+08
5.000000000000000000e+00 5.281371533151215396e-10 1.955704258712717944e+02 9.999950594651432212e-01 5.113239999999999799e-03 8.577411602623573760e+17 5.249020000000000000e+08
6.000000000000000000e+00 2.939348493842445110e-10 1.335969755921568094e+02 9.999930625358002256e-01 7.485180000000000132e-03 3.966320508625875456e+18 1.038290000000000000e+09
7.000000000000000000e+00 1.774513722232616911e-10 9.701574713498163760e+01 9.999907399615350911e-01 1.030760000000000010e-02 1.462675228941028966e+19 1.856200000000000000e+09
8.000000000000000000e+00 1.138223406107440307e-10 7.376634083554033339e+01 9.999880940786869399e-01 1.355630000000000029e-02 4.562642578455710106e+19 3.079500000000000000e+09
9.000000000000000000e+00 7.653708912455035027e-11 5.822208945142843817e+01 9.999851240678152564e-01 1.717549999999999980e-02 1.251007941516269158e+20 4.823360000000000000e+09
1.000000000000000000e+01 5.343892559647966013e-11 4.727468625121920098e+01 9.999818311371754254e-01 2.115279999999999938e-02 3.095710041481984737e+20 7.217170000000000000e+09
1.100000000000000000e+01 3.848574154976550080e-11 3.928038014538437750e+01 9.999781841699199036e-01 2.545779999999999918e-02 7.046563596173831045e+20 1.040450000000000000e+10
1.200000000000000000e+01 2.842795339938539854e-11 3.329886828660719544e+01 9.999742363546624269e-01 3.003079999999999986e-02 1.496446173929314976e+21 1.454310000000000000e+10
1.300000000000000000e+01 2.146347330597309494e-11 2.867618155799808477e+01 9.999699415857028484e-01 3.487180000000000141e-02 2.997112364816060121e+21 1.980460000000000000e+10
1.400000000000000000e+01 1.650698219670248898e-11 2.501695109948603601e+01 9.999653431744075505e-01 3.997250000000000109e-02 5.709264525854402150e+21 2.637470000000000000e+10
1.500000000000000000e+01 1.290485714774626683e-11 2.207675697493887057e+01 9.999603813344737357e-01 4.529600000000000293e-02 1.041418801290695986e+22 3.445310000000000000e+10
1.600000000000000000e+01 1.023378487822714623e-11 1.950698038419438873e+01 9.999550717289121815e-01 5.126300000000000301e-02 1.828986128311440848e+22 4.425320000000000000e+10
1.700000000000000000e+01 8.217153218049613917e-12 1.766334802874214205e+01 9.999494647856188578e-01 5.661349999999999716e-02 3.106588860207096817e+22 5.600210000000000000e+10
1.800000000000000000e+01 6.672844150782077501e-12 1.603296194655717244e+01 9.999435306212234309e-01 6.237050000000000233e-02 5.122315213586183907e+22 6.994050000000000000e+10
1.900000000000000000e+01 5.472991180859163787e-12 1.463056233474943468e+01 9.999372602477712979e-01 6.834880000000000122e-02 8.224731881610318918e+22 8.632270000000000000e+10
2.000000000000000000e+01 4.529107399981160223e-12 1.342237981263730617e+01 9.999306169538632050e-01 7.450089999999999490e-02 1.289448595134790637e+23 1.054160000000000000e+11
2.100000000000000000e+01 3.778349490318620015e-12 1.237964305100944173e+01 9.999236873322596697e-01 8.077600000000000058e-02 1.978379306319062206e+23 1.275020000000000000e+11
2.200000000000000000e+01 3.176162844929986770e-12 1.147302186673632285e+01 9.999164580334297669e-01 8.715889999999999749e-02 2.976408695310889895e+23 1.528750000000000000e+11
2.300000000000000000e+01 2.688304342697659905e-12 1.067572373116618500e+01 9.999088622782258406e-01 9.366810000000000414e-02 4.398337900265389834e+23 1.818410000000000000e+11
2.400000000000000000e+01 2.289673549464537784e-12 9.970891483718403947e+00 9.999009118341568580e-01 1.002890000000000031e-01 6.393759232295700865e+23 2.147220000000000000e+11
2.500000000000000000e+01 1.961537861151108051e-12 9.346383141013646423e+00 9.998926695737154757e-01 1.069900000000000018e-01 9.154987346892794448e+23 2.518490000000000000e+11
2.600000000000000000e+01 1.689422805302054137e-12 8.788941088658214440e+00 9.998840874954403324e-01 1.137760000000000021e-01 1.292707916997633411e+24 2.935680000000000000e+11
2.700000000000000000e+01 1.462274092457124103e-12 8.288901061388118663e+00 9.998751673113213112e-01 1.206389999999999962e-01 1.801909110177960645e+24 3.402370000000000000e+11
2.800000000000000000e+01 1.271551337725584971e-12 7.840053390682705015e+00 9.998659206508513364e-01 1.275459999999999927e-01 2.481743761293874246e+24 3.922270000000000000e+11
2.900000000000000000e+01 1.110300200888929301e-12 7.433658203080399929e+00 9.998563207442706657e-01 1.345179999999999987e-01 3.380116359116319992e+24 4.499210000000000000e+11
3.000000000000000000e+01 9.735361446413645624e-13 7.062840774328537741e+00 9.998464044468700074e-01 1.415810000000000124e-01 4.555922913318995023e+24 5.137120000000000000e+11
3.100000000000000000e+01 8.566357442487207822e-13 6.725288466898471818e+00 9.998361910961175436e-01 1.486870000000000136e-01 6.081122688730070054e+24 5.840070000000000000e+11
