#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated with AlterBBN v1.4 [http://superiso.in2p3.fr/relic/alterbbn/] for a 
#neutron lifetime of 880.1 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H       He3/H    err He3/H         Li7      sig Li7
 
     0.02400      6.56992     -0.50000      0.23871      0.24001      0.00011    2.122e-05     4.03e-07   9.564e-06     4.37e-07   5.515e-10     3.97e-11
     0.02500      6.84367     -0.50000      0.23910      0.24040      0.00011    1.983e-05     4.16e-07   9.344e-06     4.31e-07   5.967e-10     4.29e-11
     0.02600      7.11744     -0.50000      0.23947      0.24077      0.00011    1.857e-05     4.23e-07   9.139e-06     4.26e-07   6.425e-10     4.63e-11
     0.02700      7.39120     -0.50000      0.23982      0.24113      0.00011    1.742e-05     4.24e-07   8.949e-06     4.22e-07   6.887e-10     4.96e-11
     0.02800      7.66497     -0.50000      0.24016      0.24147      0.00011    1.636e-05     4.08e-07   8.772e-06     4.18e-07   7.352e-10     5.28e-11
     0.02900      7.93874     -0.50000      0.24048      0.24179      0.00011    1.540e-05     3.84e-07   8.606e-06     4.13e-07   7.817e-10     5.61e-11
     0.03000      8.21251     -0.50000      0.24080      0.24211      0.00011    1.451e-05     3.40e-07   8.451e-06     4.06e-07   8.283e-10     5.95e-11
     0.03100      8.48628     -0.50000      0.24110      0.24241      0.00011    1.369e-05     3.15e-07   8.305e-06     4.00e-07   8.749e-10     6.30e-11
     0.03200      8.76005     -0.50000      0.24139      0.24270      0.00011    1.293e-05     3.11e-07   8.168e-06     3.97e-07   9.213e-10     6.60e-11
     0.03300      9.03382     -0.50000      0.24167      0.24298      0.00011    1.223e-05     3.29e-07   8.038e-06     3.93e-07   9.674e-10     6.92e-11
     0.03400      9.30759     -0.50000      0.24194      0.24325      0.00011    1.157e-05     2.91e-07   7.916e-06     3.88e-07   1.013e-09     7.24e-11
     0.03500      9.58136     -0.50000      0.24221      0.24352      0.00011    1.097e-05     2.77e-07   7.800e-06     3.84e-07   1.059e-09     7.57e-11
     0.03600      9.85513     -0.50000      0.24246      0.24378      0.00011    1.040e-05     2.73e-07   7.690e-06     3.80e-07   1.104e-09     7.87e-11
     0.03700     10.12890     -0.50000      0.24271      0.24402      0.00011    9.869e-06     2.81e-07   7.585e-06     3.76e-07   1.149e-09     8.19e-11
     0.03800     10.40267     -0.50000      0.24295      0.24427      0.00011    9.374e-06     2.77e-07   7.486e-06     3.74e-07   1.193e-09     8.50e-11
     0.03900     10.67645     -0.50000      0.24318      0.24450      0.00011    8.909e-06     2.65e-07   7.391e-06     3.69e-07   1.237e-09     8.79e-11
     0.04000     10.95022     -0.50000      0.24341      0.24473      0.00011    8.474e-06     2.70e-07   7.301e-06     3.68e-07   1.280e-09     9.11e-11

     0.00500      1.36835      0.00000      0.22648      0.22774      0.00012    2.761e-04     3.17e-06   2.862e-05     4.71e-07   2.223e-10     1.20e-10
     0.00600      1.64234      0.00000      0.22956      0.23083      0.00012    2.046e-04     2.07e-06   2.508e-05     4.74e-07   1.572e-10     7.96e-11
     0.00700      1.91610      0.00000      0.23187      0.23314      0.00012    1.592e-04     2.12e-06   2.246e-05     4.96e-07   1.242e-10     5.65e-11
     0.00800      2.18987      0.00000      0.23370      0.23498      0.00012    1.285e-04     1.67e-06   2.041e-05     4.89e-07   1.084e-10     4.23e-11
     0.00900      2.46363      0.00000      0.23521      0.23650      0.00011    1.065e-04     1.28e-06   1.877e-05     5.07e-07   1.034e-10     3.29e-11
     0.01000      2.73740      0.00000      0.23650      0.23779      0.00011    9.017e-05     1.17e-06   1.741e-05     5.03e-07   1.060e-10     2.63e-11
     0.01100      3.01117      0.00000      0.23761      0.23891      0.00011    7.765e-05     1.01e-06   1.627e-05     5.01e-07   1.146e-10     2.21e-11
     0.01200      3.28494      0.00000      0.23859      0.23990      0.00011    6.780e-05     1.07e-06   1.531e-05     5.02e-07   1.283e-10     1.87e-11
     0.01300      3.55870      0.00000      0.23947      0.24078      0.00011    5.986e-05     7.96e-07   1.449e-05     4.98e-07   1.463e-10     1.68e-11
     0.01400      3.83248      0.00000      0.24027      0.24158      0.00011    5.335e-05     7.34e-07   1.377e-05     4.97e-07   1.681e-10     1.61e-11
     0.01500      4.10625      0.00000      0.24099      0.24230      0.00011    4.793e-05     6.19e-07   1.315e-05     4.91e-07   1.935e-10     1.65e-11
     0.01600      4.38002      0.00000      0.24166      0.24297      0.00011    4.335e-05     6.07e-07   1.260e-05     4.85e-07   2.220e-10     1.71e-11
     0.01700      4.65379      0.00000      0.24228      0.24359      0.00011    3.944e-05     5.65e-07   1.211e-05     4.78e-07   2.533e-10     1.87e-11
     0.01800      4.92757      0.00000      0.24285      0.24417      0.00011    3.606e-05     5.36e-07   1.167e-05     4.74e-07   2.871e-10     2.07e-11
     0.01900      5.20134      0.00000      0.24339      0.24471      0.00011    3.312e-05     4.90e-07   1.128e-05     4.68e-07   3.231e-10     2.31e-11
     0.02000      5.47512      0.00000      0.24389      0.24521      0.00011    3.054e-05     5.19e-07   1.093e-05     4.61e-07   3.612e-10     2.58e-11
     0.02025      5.54358      0.00000      0.24401      0.24533      0.00011    2.994e-05     5.15e-07   1.084e-05     4.61e-07   3.710e-10     2.64e-11
     0.02050      5.61202      0.00000      0.24413      0.24546      0.00011    2.936e-05     5.09e-07   1.076e-05     4.58e-07   3.809e-10     2.73e-11
     0.02075      5.68047      0.00000      0.24425      0.24557      0.00011    2.880e-05     5.05e-07   1.068e-05     4.60e-07   3.909e-10     2.80e-11
     0.02100      5.74891      0.00000      0.24437      0.24569      0.00011    2.826e-05     4.85e-07   1.061e-05     4.58e-07   4.010e-10     2.87e-11
     0.02125      5.81735      0.00000      0.24448      0.24580      0.00011    2.773e-05     4.75e-07   1.053e-05     4.56e-07   4.112e-10     2.93e-11
     0.02150      5.88580      0.00000      0.24459      0.24592      0.00011    2.721e-05     4.59e-07   1.046e-05     4.55e-07   4.214e-10     3.01e-11
     0.02175      5.95424      0.00000      0.24471      0.24603      0.00011    2.671e-05     4.64e-07   1.038e-05     4.53e-07   4.318e-10     3.09e-11
     0.02200      6.02269      0.00000      0.24482      0.24614      0.00011    2.622e-05     4.54e-07   1.031e-05     4.53e-07   4.423e-10     3.17e-11
     0.02225      6.09113      0.00000      0.24492      0.24625      0.00011    2.575e-05     4.46e-07   1.024e-05     4.52e-07   4.528e-10     3.24e-11
     0.02250      6.15958      0.00000      0.24503      0.24636      0.00011    2.529e-05     4.39e-07   1.017e-05     4.50e-07   4.634e-10     3.31e-11
     0.02275      6.22802      0.00000      0.24514      0.24646      0.00011    2.484e-05     4.40e-07   1.011e-05     4.48e-07   4.741e-10     3.40e-11
     0.02300      6.29647      0.00000      0.24524      0.24657      0.00011    2.440e-05     4.36e-07   1.004e-05     4.46e-07   4.848e-10     3.48e-11
     0.02325      6.36491      0.00000      0.24534      0.24667      0.00011    2.398e-05     4.33e-07   9.979e-06     4.45e-07   4.957e-10     3.55e-11
     0.02350      6.43335      0.00000      0.24545      0.24677      0.00011    2.356e-05     4.37e-07   9.916e-06     4.44e-07   5.065e-10     3.63e-11
     0.02375      6.50180      0.00000      0.24555      0.24687      0.00011    2.316e-05     4.31e-07   9.855e-06     4.45e-07   5.175e-10     3.71e-11
     0.02400      6.57024      0.00000      0.24565      0.24697      0.00011    2.277e-05     4.25e-07   9.795e-06     4.44e-07   5.285e-10     3.79e-11
     0.02500      6.84401      0.00000      0.24603      0.24736      0.00011    2.129e-05     4.04e-07   9.566e-06     4.37e-07   5.730e-10     4.11e-11
     0.02600      7.11779      0.00000      0.24640      0.24773      0.00011    1.994e-05     3.91e-07   9.353e-06     4.30e-07   6.182e-10     4.45e-11
     0.02700      7.39157      0.00000      0.24675      0.24808      0.00011    1.872e-05     4.42e-07   9.156e-06     4.28e-07   6.640e-10     4.79e-11
     0.02800      7.66535      0.00000      0.24709      0.24842      0.00011    1.760e-05     3.70e-07   8.972e-06     4.19e-07   7.101e-10     5.11e-11
     0.02900      7.93913      0.00000      0.24741      0.24875      0.00011    1.657e-05     3.43e-07   8.800e-06     4.13e-07   7.566e-10     5.47e-11
     0.03000      8.21291      0.00000      0.24773      0.24906      0.00011    1.563e-05     3.40e-07   8.639e-06     4.10e-07   8.031e-10     5.83e-11
     0.03100      8.48670      0.00000      0.24803      0.24936      0.00011    1.476e-05     3.46e-07   8.488e-06     4.05e-07   8.497e-10     6.09e-11
     0.03200      8.76048      0.00000      0.24832      0.24965      0.00011    1.395e-05     3.09e-07   8.345e-06     4.01e-07   8.963e-10     6.43e-11
     0.03300      9.03426      0.00000      0.24860      0.24994      0.00011    1.320e-05     2.99e-07   8.211e-06     3.99e-07   9.428e-10     6.76e-11
     0.03400      9.30805      0.00000      0.24887      0.25021      0.00011    1.251e-05     2.95e-07   8.084e-06     3.93e-07   9.890e-10     7.09e-11
     0.03500      9.58183      0.00000      0.24913      0.25047      0.00011    1.186e-05     3.04e-07   7.964e-06     3.91e-07   1.035e-09     7.47e-11
     0.03600      9.85562      0.00000      0.24939      0.25073      0.00011    1.126e-05     2.87e-07   7.850e-06     3.86e-07   1.081e-09     7.72e-11
     0.03700     10.12940      0.00000      0.24963      0.25097      0.00011    1.070e-05     2.98e-07   7.742e-06     3.85e-07   1.126e-09     8.04e-11
     0.03800     10.40319      0.00000      0.24987      0.25121      0.00011    1.017e-05     2.89e-07   7.639e-06     3.82e-07   1.171e-09     8.36e-11
     0.03900     10.67698      0.00000      0.25010      0.25145      0.00011    9.674e-06     2.73e-07   7.541e-06     3.76e-07   1.216e-09     8.66e-11
     0.04000     10.95076      0.00000      0.25033      0.25167      0.00011    9.210e-06     2.67e-07   7.447e-06     3.71e-07   1.260e-09     8.97e-11

     0.00500      1.36835      0.50000      0.23270      0.23398      0.00012    2.972e-04     3.67e-06   2.942e-05     5.09e-07   2.536e-10     1.38e-10
     0.00600      1.64241      0.50000      0.23586      0.23715      0.00012    2.198e-04     2.36e-06   2.577e-05     4.71e-07   1.767e-10     9.12e-11
     0.00700      1.91619      0.50000      0.23821      0.23952      0.00012    1.707e-04     1.97e-06   2.309e-05     4.71e-07   1.369e-10     6.46e-11
     0.00800      2.18997      0.50000      0.24008      0.24139      0.00012    1.375e-04     2.03e-06   2.099e-05     4.84e-07   1.166e-10     4.82e-11
     0.00900      2.46374      0.50000      0.24161      0.24293      0.00012    1.138e-04     1.42e-06   1.930e-05     4.96e-07   1.082e-10     3.73e-11
     0.01000      2.73752      0.50000      0.24291      0.24423      0.00011    9.626e-05     1.17e-06   1.790e-05     5.04e-07   1.081e-10     2.98e-11
     0.01100      3.01130      0.50000      0.24404      0.24536      0.00012    8.283e-05     1.17e-06   1.673e-05     5.02e-07   1.143e-10     2.47e-11
     0.01200      3.28509      0.50000      0.24503      0.24635      0.00011    7.227e-05     1.00e-06   1.574e-05     5.03e-07   1.257e-10     2.07e-11
     0.01300      3.55887      0.50000      0.24591      0.24724      0.00011    6.378e-05     9.33e-07   1.488e-05     5.00e-07   1.416e-10     1.83e-11
     0.01400      3.83265      0.50000      0.24671      0.24805      0.00011    5.683e-05     7.96e-07   1.414e-05     5.00e-07   1.614e-10     1.67e-11
     0.01500      4.10644      0.50000      0.24744      0.24878      0.00011    5.105e-05     6.66e-07   1.350e-05     4.95e-07   1.848e-10     1.66e-11
     0.01600      4.38022      0.50000      0.24811      0.24945      0.00011    4.617e-05     5.80e-07   1.293e-05     4.86e-07   2.114e-10     1.70e-11
     0.01700      4.65401      0.50000      0.24873      0.25007      0.00011    4.200e-05     5.58e-07   1.242e-05     4.81e-07   2.409e-10     1.83e-11
     0.01800      4.92780      0.50000      0.24931      0.25065      0.00011    3.841e-05     5.41e-07   1.197e-05     4.76e-07   2.729e-10     2.01e-11
     0.01900      5.20158      0.50000      0.24984      0.25118      0.00011    3.529e-05     5.35e-07   1.156e-05     4.71e-07   3.074e-10     2.21e-11
     0.02000      5.47537      0.50000      0.25035      0.25169      0.00011    3.254e-05     4.95e-07   1.119e-05     4.66e-07   3.439e-10     2.46e-11
     0.02025      5.54383      0.50000      0.25047      0.25181      0.00011    3.191e-05     4.88e-07   1.111e-05     4.65e-07   3.534e-10     2.53e-11
     0.02050      5.61228      0.50000      0.25059      0.25193      0.00011    3.129e-05     4.96e-07   1.102e-05     4.64e-07   3.629e-10     2.60e-11
     0.02075      5.68073      0.50000      0.25071      0.25205      0.00011    3.070e-05     5.00e-07   1.094e-05     4.65e-07   3.726e-10     2.67e-11
     0.02100      5.74918      0.50000      0.25082      0.25217      0.00011    3.012e-05     4.88e-07   1.086e-05     4.63e-07   3.823e-10     2.74e-11
     0.02125      5.81762      0.50000      0.25094      0.25228      0.00011    2.956e-05     4.81e-07   1.078e-05     4.62e-07   3.922e-10     2.80e-11
     0.02150      5.88607      0.50000      0.25105      0.25239      0.00011    2.901e-05     4.73e-07   1.070e-05     4.60e-07   4.021e-10     2.87e-11
     0.02175      5.95452      0.50000      0.25116      0.25251      0.00011    2.848e-05     4.69e-07   1.063e-05     4.59e-07   4.122e-10     2.94e-11
     0.02200      6.02297      0.50000      0.25127      0.25262      0.00011    2.796e-05     4.67e-07   1.056e-05     4.57e-07   4.223e-10     3.01e-11
     0.02225      6.09141      0.50000      0.25138      0.25273      0.00011    2.746e-05     4.53e-07   1.048e-05     4.57e-07   4.326e-10     3.09e-11
     0.02250      6.15986      0.50000      0.25149      0.25283      0.00011    2.697e-05     4.67e-07   1.041e-05     4.54e-07   4.429e-10     3.16e-11
     0.02275      6.22831      0.50000      0.25159      0.25294      0.00011    2.650e-05     4.55e-07   1.034e-05     4.52e-07   4.533e-10     3.24e-11
     0.02300      6.29676      0.50000      0.25169      0.25304      0.00011    2.603e-05     4.44e-07   1.028e-05     4.53e-07   4.638e-10     3.31e-11
     0.02325      6.36520      0.50000      0.25180      0.25315      0.00011    2.558e-05     4.39e-07   1.021e-05     4.50e-07   4.743e-10     3.39e-11
     0.02350      6.43365      0.50000      0.25190      0.25325      0.00011    2.514e-05     4.60e-07   1.014e-05     4.52e-07   4.850e-10     3.47e-11
     0.02375      6.50210      0.50000      0.25200      0.25335      0.00011    2.472e-05     4.55e-07   1.008e-05     4.50e-07   4.957e-10     3.55e-11
     0.02400      6.57055      0.50000      0.25210      0.25345      0.00011    2.430e-05     4.54e-07   1.002e-05     4.49e-07   5.064e-10     3.64e-11
     0.02500      6.84433      0.50000      0.25248      0.25384      0.00011    2.273e-05     4.20e-07   9.781e-06     4.44e-07   5.501e-10     3.94e-11
     0.02600      7.11812      0.50000      0.25285      0.25421      0.00011    2.131e-05     4.18e-07   9.562e-06     4.35e-07   5.946e-10     4.28e-11
     0.02700      7.39191      0.50000      0.25320      0.25456      0.00011    2.001e-05     4.16e-07   9.357e-06     4.32e-07   6.398e-10     4.60e-11
     0.02800      7.66570      0.50000      0.25354      0.25490      0.00011    1.883e-05     3.85e-07   9.167e-06     4.24e-07   6.855e-10     4.98e-11
     0.02900      7.93950      0.50000      0.25386      0.25522      0.00011    1.774e-05     3.90e-07   8.989e-06     4.21e-07   7.316e-10     5.26e-11
     0.03000      8.21329      0.50000      0.25418      0.25553      0.00011    1.674e-05     3.77e-07   8.822e-06     4.19e-07   7.779e-10     5.58e-11
     0.03100      8.48709      0.50000      0.25448      0.25583      0.00011    1.582e-05     3.55e-07   8.665e-06     4.11e-07   8.244e-10     5.93e-11
     0.03200      8.76089      0.50000      0.25477      0.25612      0.00011    1.496e-05     3.37e-07   8.518e-06     4.08e-07   8.710e-10     6.26e-11
     0.03300      9.03468      0.50000      0.25504      0.25640      0.00011    1.417e-05     3.25e-07   8.379e-06     4.06e-07   9.175e-10     6.63e-11
     0.03400      9.30848      0.50000      0.25531      0.25668      0.00011    1.344e-05     3.24e-07   8.248e-06     3.99e-07   9.640e-10     6.92e-11
     0.03500      9.58228      0.50000      0.25558      0.25694      0.00011    1.275e-05     3.10e-07   8.123e-06     3.96e-07   1.010e-09     7.24e-11
     0.03600      9.85607      0.50000      0.25583      0.25719      0.00011    1.211e-05     2.93e-07   8.006e-06     3.89e-07   1.056e-09     7.57e-11
     0.03700     10.12987      0.50000      0.25608      0.25744      0.00011    1.152e-05     2.90e-07   7.894e-06     3.87e-07   1.102e-09     7.88e-11
     0.03800     10.40367      0.50000      0.25631      0.25768      0.00011    1.096e-05     2.91e-07   7.787e-06     3.82e-07   1.148e-09     8.20e-11
     0.03900     10.67747      0.50000      0.25654      0.25791      0.00011    1.043e-05     3.02e-07   7.686e-06     3.82e-07   1.193e-09     8.52e-11
     0.04000     10.95127      0.50000      0.25677      0.25814      0.00011    9.942e-06     2.77e-07   7.589e-06     3.77e-07   1.237e-09     8.83e-11

     0.00500      1.36835      1.00000      0.23851      0.23982      0.00012    3.187e-04     4.01e-06   3.018e-05     5.37e-07   2.875e-10     1.58e-10
     0.00600      1.64248      1.00000      0.24175      0.24306      0.00012    2.351e-04     2.44e-06   2.644e-05     4.73e-07   1.978e-10     1.04e-10
     0.00700      1.91627      1.00000      0.24415      0.24547      0.00012    1.823e-04     2.41e-06   2.369e-05     4.90e-07   1.507e-10     7.34e-11
     0.00800      2.19006      1.00000      0.24605      0.24738      0.00012    1.466e-04     2.03e-06   2.154e-05     4.77e-07   1.258e-10     5.45e-11
     0.00900      2.46385      1.00000      0.24760      0.24893      0.00012    1.212e-04     1.63e-06   1.981e-05     4.97e-07   1.140e-10     4.21e-11
     0.01000      2.73764      1.00000      0.24891      0.25025      0.00012    1.024e-04     1.32e-06   1.837e-05     4.97e-07   1.111e-10     3.38e-11
     0.01100      3.01143      1.00000      0.25005      0.25139      0.00012    8.804e-05     1.28e-06   1.717e-05     5.02e-07   1.149e-10     2.76e-11
     0.01200      3.28523      1.00000      0.25105      0.25239      0.00012    7.677e-05     1.11e-06   1.615e-05     5.05e-07   1.241e-10     2.32e-11
     0.01300      3.55902      1.00000      0.25194      0.25329      0.00011    6.772e-05     1.04e-06   1.527e-05     5.00e-07   1.379e-10     2.00e-11
     0.01400      3.83282      1.00000      0.25274      0.25410      0.00011    6.032e-05     7.98e-07   1.450e-05     4.96e-07   1.558e-10     1.82e-11
     0.01500      4.10661      1.00000      0.25347      0.25483      0.00011    5.416e-05     8.26e-07   1.383e-05     4.95e-07   1.773e-10     1.77e-11
     0.01600      4.38041      1.00000      0.25414      0.25550      0.00011    4.898e-05     6.64e-07   1.324e-05     4.90e-07   2.020e-10     1.74e-11
     0.01700      4.65421      1.00000      0.25476      0.25612      0.00011    4.456e-05     6.09e-07   1.272e-05     4.84e-07   2.297e-10     1.83e-11
     0.01800      4.92801      1.00000      0.25534      0.25670      0.00011    4.075e-05     5.77e-07   1.225e-05     4.82e-07   2.601e-10     1.95e-11
     0.01900      5.20181      1.00000      0.25588      0.25724      0.00011    3.744e-05     5.46e-07   1.183e-05     4.76e-07   2.929e-10     2.12e-11
     0.02000      5.47561      1.00000      0.25638      0.25775      0.00011    3.454e-05     5.42e-07   1.145e-05     4.70e-07   3.279e-10     2.36e-11
     0.02025      5.54407      1.00000      0.25650      0.25787      0.00011    3.387e-05     5.28e-07   1.136e-05     4.69e-07   3.370e-10     2.42e-11
     0.02050      5.61252      1.00000      0.25662      0.25799      0.00011    3.322e-05     5.27e-07   1.128e-05     4.68e-07   3.462e-10     2.48e-11
     0.02075      5.68097      1.00000      0.25674      0.25811      0.00011    3.259e-05     5.22e-07   1.119e-05     4.66e-07   3.555e-10     2.55e-11
     0.02100      5.74942      1.00000      0.25686      0.25822      0.00011    3.197e-05     5.20e-07   1.111e-05     4.65e-07   3.649e-10     2.62e-11
     0.02125      5.81787      1.00000      0.25697      0.25834      0.00011    3.138e-05     5.28e-07   1.103e-05     4.66e-07   3.744e-10     2.68e-11
     0.02150      5.88633      1.00000      0.25708      0.25845      0.00011    3.080e-05     5.05e-07   1.095e-05     4.66e-07   3.841e-10     2.75e-11
     0.02175      5.95478      1.00000      0.25720      0.25856      0.00011    3.024e-05     4.94e-07   1.087e-05     4.63e-07   3.938e-10     2.82e-11
     0.02200      6.02323      1.00000      0.25731      0.25867      0.00011    2.969e-05     4.84e-07   1.079e-05     4.62e-07   4.036e-10     2.88e-11
     0.02225      6.09168      1.00000      0.25741      0.25878      0.00011    2.916e-05     4.71e-07   1.072e-05     4.59e-07   4.135e-10     2.95e-11
     0.02250      6.16013      1.00000      0.25752      0.25889      0.00011    2.865e-05     4.75e-07   1.064e-05     4.60e-07   4.236e-10     3.02e-11
     0.02275      6.22858      1.00000      0.25763      0.25900      0.00011    2.814e-05     4.67e-07   1.057e-05     4.57e-07   4.337e-10     3.09e-11
     0.02300      6.29703      1.00000      0.25773      0.25910      0.00011    2.765e-05     4.68e-07   1.050e-05     4.55e-07   4.439e-10     3.17e-11
     0.02325      6.36548      1.00000      0.25783      0.25920      0.00011    2.718e-05     4.45e-07   1.043e-05     4.55e-07   4.541e-10     3.24e-11
     0.02350      6.43393      1.00000      0.25793      0.25931      0.00011    2.671e-05     4.49e-07   1.037e-05     4.54e-07   4.645e-10     3.32e-11
     0.02375      6.50238      1.00000      0.25803      0.25941      0.00011    2.626e-05     4.54e-07   1.030e-05     4.53e-07   4.749e-10     3.40e-11
     0.02400      6.57083      1.00000      0.25813      0.25950      0.00011    2.582e-05     4.79e-07   1.024e-05     4.54e-07   4.854e-10     3.49e-11
     0.02500      6.84462      1.00000      0.25852      0.25989      0.00011    2.417e-05     4.28e-07   9.991e-06     4.48e-07   5.281e-10     3.80e-11
     0.02600      7.11843      1.00000      0.25888      0.26026      0.00011    2.266e-05     4.45e-07   9.764e-06     4.40e-07   5.718e-10     4.12e-11
     0.02700      7.39223      1.00000      0.25924      0.26061      0.00011    2.130e-05     4.02e-07   9.553e-06     4.37e-07   6.162e-10     4.43e-11
     0.02800      7.66604      1.00000      0.25957      0.26095      0.00011    2.005e-05     3.97e-07   9.356e-06     4.30e-07   6.614e-10     4.75e-11
     0.02900      7.93984      1.00000      0.25990      0.26127      0.00011    1.890e-05     3.99e-07   9.172e-06     4.27e-07   7.070e-10     5.08e-11
     0.03000      8.21365      1.00000      0.26021      0.26159      0.00011    1.784e-05     3.92e-07   8.999e-06     4.23e-07   7.530e-10     5.42e-11
     0.03100      8.48746      1.00000      0.26051      0.26188      0.00011    1.687e-05     3.66e-07   8.838e-06     4.16e-07   7.992e-10     5.79e-11
     0.03200      8.76126      1.00000      0.26079      0.26217      0.00011    1.597e-05     3.62e-07   8.685e-06     4.15e-07   8.457e-10     6.09e-11
     0.03300      9.03507      1.00000      0.26107      0.26245      0.00011    1.513e-05     3.51e-07   8.542e-06     4.08e-07   8.922e-10     6.47e-11
     0.03400      9.30888      1.00000      0.26134      0.26272      0.00011    1.436e-05     3.46e-07   8.406e-06     4.04e-07   9.387e-10     6.84e-11
     0.03500      9.58269      1.00000      0.26160      0.26298      0.00011    1.364e-05     3.10e-07   8.278e-06     4.01e-07   9.851e-10     7.10e-11
     0.03600      9.85650      1.00000      0.26185      0.26324      0.00011    1.296e-05     3.08e-07   8.156e-06     3.95e-07   1.031e-09     7.40e-11
     0.03700     10.13031      1.00000      0.26210      0.26348      0.00011    1.233e-05     3.11e-07   8.041e-06     3.93e-07   1.077e-09     7.72e-11
     0.03800     10.40412      1.00000      0.26233      0.26372      0.00011    1.174e-05     3.25e-07   7.931e-06     3.91e-07   1.123e-09     8.05e-11
     0.03900     10.67793      1.00000      0.26257      0.26395      0.00011    1.119e-05     3.12e-07   7.827e-06     3.87e-07   1.169e-09     8.35e-11
     0.04000     10.95174      1.00000      0.26279      0.26418      0.00011    1.067e-05     2.88e-07   7.727e-06     3.82e-07   1.214e-09     8.68e-11

     0.00500      1.36835      2.00000      0.24909      0.25043      0.00012    3.628e-04     4.65e-06   3.164e-05     5.18e-07   3.632e-10     2.02e-10
     0.00600      1.64260      2.00000      0.25247      0.25383      0.00012    2.667e-04     3.10e-06   2.770e-05     4.89e-07   2.452e-10     1.32e-10
     0.00700      1.91642      2.00000      0.25497      0.25633      0.00012    2.060e-04     2.52e-06   2.482e-05     4.66e-07   1.820e-10     9.24e-11
     0.00800      2.19023      2.00000      0.25692      0.25829      0.00012    1.652e-04     2.35e-06   2.258e-05     4.74e-07   1.469e-10     6.84e-11
     0.00900      2.46404      2.00000      0.25852      0.25989      0.00012    1.362e-04     1.76e-06   2.077e-05     4.92e-07   1.279e-10     5.28e-11
     0.01000      2.73786      2.00000      0.25986      0.26124      0.00012    1.149e-04     1.45e-06   1.927e-05     4.98e-07   1.194e-10     4.19e-11
     0.01100      3.01167      2.00000      0.26101      0.26239      0.00012    9.858e-05     1.28e-06   1.801e-05     4.97e-07   1.185e-10     3.42e-11
     0.01200      3.28549      2.00000      0.26202      0.26341      0.00012    8.584e-05     1.27e-06   1.693e-05     5.01e-07   1.235e-10     2.84e-11
     0.01300      3.55930      2.00000      0.26292      0.26431      0.00012    7.564e-05     1.02e-06   1.600e-05     5.02e-07   1.333e-10     2.42e-11
     0.01400      3.83312      2.00000      0.26374      0.26513      0.00011    6.732e-05     9.91e-07   1.519e-05     4.99e-07   1.474e-10     2.15e-11
     0.01500      4.10694      2.00000      0.26447      0.26586      0.00011    6.042e-05     7.68e-07   1.448e-05     4.97e-07   1.653e-10     1.95e-11
     0.01600      4.38076      2.00000      0.26515      0.26654      0.00011    5.462e-05     7.75e-07   1.386e-05     4.92e-07   1.865e-10     1.92e-11
     0.01700      4.65458      2.00000      0.26577      0.26716      0.00011    4.968e-05     6.78e-07   1.330e-05     4.90e-07   2.108e-10     1.85e-11
     0.01800      4.92840      2.00000      0.26634      0.26774      0.00011    4.544e-05     6.34e-07   1.280e-05     4.82e-07   2.379e-10     1.92e-11
     0.01900      5.20222      2.00000      0.26688      0.26828      0.00011    4.175e-05     6.06e-07   1.236e-05     4.81e-07   2.676e-10     2.04e-11
     0.02000      5.47604      2.00000      0.26739      0.26879      0.00011    3.852e-05     5.87e-07   1.195e-05     4.77e-07   2.996e-10     2.20e-11
     0.02025      5.54451      2.00000      0.26751      0.26891      0.00011    3.777e-05     5.81e-07   1.186e-05     4.75e-07   3.079e-10     2.24e-11
     0.02050      5.61297      2.00000      0.26763      0.26903      0.00011    3.705e-05     5.55e-07   1.176e-05     4.74e-07   3.164e-10     2.29e-11
     0.02075      5.68142      2.00000      0.26775      0.26915      0.00011    3.635e-05     5.52e-07   1.167e-05     4.73e-07   3.250e-10     2.35e-11
     0.02100      5.74988      2.00000      0.26786      0.26927      0.00011    3.567e-05     5.61e-07   1.158e-05     4.73e-07   3.337e-10     2.42e-11
     0.02125      5.81833      2.00000      0.26798      0.26938      0.00011    3.501e-05     5.33e-07   1.150e-05     4.71e-07   3.425e-10     2.47e-11
     0.02150      5.88679      2.00000      0.26809      0.26949      0.00011    3.437e-05     5.29e-07   1.141e-05     4.70e-07   3.515e-10     2.53e-11
     0.02175      5.95524      2.00000      0.26820      0.26960      0.00011    3.374e-05     5.13e-07   1.133e-05     4.69e-07   3.605e-10     2.60e-11
     0.02200      6.02370      2.00000      0.26831      0.26971      0.00011    3.314e-05     5.22e-07   1.125e-05     4.69e-07   3.697e-10     2.66e-11
     0.02225      6.09216      2.00000      0.26842      0.26982      0.00011    3.255e-05     5.21e-07   1.117e-05     4.68e-07   3.790e-10     2.72e-11
     0.02250      6.16061      2.00000      0.26852      0.26993      0.00011    3.198e-05     5.25e-07   1.109e-05     4.68e-07   3.883e-10     2.78e-11
