#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated with AlterBBN v1.4 [http://superiso.in2p3.fr/relic/alterbbn/] for a 
#neutron lifetime of 880.1 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H       He3/H    err He3/H         Li7      sig Li7
 
     0.02275      6.22907      2.00000      0.26863      0.27004      0.00011    3.142e-05     4.96e-07   1.101e-05     4.65e-07   3.978e-10     2.85e-11
     0.02300      6.29752      2.00000      0.26873      0.27014      0.00011    3.088e-05     4.97e-07   1.094e-05     4.64e-07   4.074e-10     2.92e-11
     0.02325      6.36598      2.00000      0.26884      0.27024      0.00011    3.035e-05     5.02e-07   1.087e-05     4.63e-07   4.171e-10     3.00e-11
     0.02350      6.43444      2.00000      0.26894      0.27035      0.00011    2.984e-05     4.97e-07   1.080e-05     4.63e-07   4.268e-10     3.07e-11
     0.02375      6.50289      2.00000      0.26904      0.27044      0.00011    2.934e-05     4.89e-07   1.073e-05     4.61e-07   4.367e-10     3.14e-11
     0.02400      6.57135      2.00000      0.26914      0.27054      0.00011    2.885e-05     4.72e-07   1.066e-05     4.59e-07   4.467e-10     3.20e-11
     0.02500      6.84516      2.00000      0.26952      0.27093      0.00011    2.702e-05     4.77e-07   1.040e-05     4.53e-07   4.872e-10     3.50e-11
     0.02600      7.11899      2.00000      0.26988      0.27130      0.00011    2.536e-05     4.51e-07   1.015e-05     4.50e-07   5.290e-10     3.78e-11
     0.02700      7.39281      2.00000      0.27023      0.27165      0.00011    2.384e-05     4.99e-07   9.929e-06     4.43e-07   5.718e-10     4.09e-11
     0.02800      7.66664      2.00000      0.27057      0.27198      0.00011    2.246e-05     4.20e-07   9.720e-06     4.40e-07   6.154e-10     4.41e-11
     0.02900      7.94047      2.00000      0.27089      0.27230      0.00011    2.120e-05     4.25e-07   9.524e-06     4.34e-07   6.598e-10     4.74e-11
     0.03000      8.21430      2.00000      0.27120      0.27261      0.00011    2.003e-05     4.03e-07   9.341e-06     4.29e-07   7.047e-10     5.07e-11
     0.03100      8.48812      2.00000      0.27149      0.27291      0.00011    1.896e-05     4.02e-07   9.169e-06     4.25e-07   7.501e-10     5.40e-11
     0.03200      8.76195      2.00000      0.27178      0.27320      0.00011    1.796e-05     3.65e-07   9.008e-06     4.24e-07   7.959e-10     5.72e-11
     0.03300      9.03578      2.00000      0.27206      0.27348      0.00011    1.704e-05     3.99e-07   8.855e-06     4.17e-07   8.419e-10     6.17e-11
     0.03400      9.30961      2.00000      0.27232      0.27374      0.00011    1.619e-05     3.51e-07   8.711e-06     4.13e-07   8.881e-10     6.40e-11
     0.03500      9.58344      2.00000      0.27258      0.27400      0.00011    1.539e-05     3.63e-07   8.575e-06     4.09e-07   9.344e-10     6.73e-11
     0.03600      9.85727      2.00000      0.27283      0.27425      0.00011    1.465e-05     3.67e-07   8.446e-06     4.07e-07   9.807e-10     7.06e-11
     0.03700     10.13111      2.00000      0.27307      0.27450      0.00011    1.395e-05     3.40e-07   8.324e-06     4.05e-07   1.027e-09     7.39e-11
     0.03800     10.40494      2.00000      0.27331      0.27473      0.00011    1.330e-05     3.18e-07   8.208e-06     3.96e-07   1.073e-09     7.73e-11
     0.03900     10.67877      2.00000      0.27354      0.27496      0.00011    1.269e-05     3.05e-07   8.097e-06     3.94e-07   1.119e-09     8.05e-11
     0.04000     10.95260      2.00000      0.27376      0.27518      0.00011    1.211e-05     3.01e-07   7.991e-06     3.90e-07   1.165e-09     8.38e-11

     0.00500      1.36835      3.00000      0.25850      0.25987      0.00013    4.085e-04     6.01e-06   3.301e-05     5.27e-07   4.494e-10     2.52e-10
     0.00600      1.64271      3.00000      0.26204      0.26342      0.00012    2.993e-04     3.52e-06   2.887e-05     4.95e-07   2.996e-10     1.64e-10
     0.00700      1.91655      3.00000      0.26462      0.26602      0.00012    2.305e-04     2.66e-06   2.588e-05     4.66e-07   2.181e-10     1.14e-10
     0.00800      2.19038      3.00000      0.26663      0.26803      0.00012    1.843e-04     2.28e-06   2.356e-05     4.83e-07   1.716e-10     8.41e-11
     0.00900      2.46421      3.00000      0.26826      0.26967      0.00012    1.516e-04     1.95e-06   2.168e-05     4.90e-07   1.449e-10     6.45e-11
     0.01000      2.73805      3.00000      0.26963      0.27104      0.00012    1.276e-04     1.48e-06   2.012e-05     4.92e-07   1.306e-10     5.10e-11
     0.01100      3.01188      3.00000      0.27080      0.27222      0.00012    1.093e-04     1.37e-06   1.880e-05     4.99e-07   1.249e-10     4.15e-11
     0.01200      3.28572      3.00000      0.27183      0.27325      0.00012    9.504e-05     1.36e-06   1.768e-05     5.00e-07   1.258e-10     3.43e-11
     0.01300      3.55955      3.00000      0.27274      0.27416      0.00012    8.366e-05     1.08e-06   1.670e-05     4.98e-07   1.319e-10     2.90e-11
     0.01400      3.83339      3.00000      0.27355      0.27498      0.00012    7.439e-05     9.99e-07   1.585e-05     5.03e-07   1.424e-10     2.53e-11
     0.01500      4.10723      3.00000      0.27429      0.27572      0.00012    6.672e-05     8.51e-07   1.510e-05     5.00e-07   1.569e-10     2.27e-11
     0.01600      4.38106      3.00000      0.27497      0.27640      0.00011    6.028e-05     7.50e-07   1.444e-05     4.96e-07   1.748e-10     2.05e-11
     0.01700      4.65490      3.00000      0.27559      0.27702      0.00011    5.482e-05     7.30e-07   1.386e-05     4.94e-07   1.959e-10     1.94e-11
     0.01800      4.92874      3.00000      0.27617      0.27760      0.00011    5.012e-05     6.81e-07   1.333e-05     4.91e-07   2.199e-10     1.96e-11
     0.01900      5.20258      3.00000      0.27671      0.27814      0.00011    4.605e-05     6.84e-07   1.286e-05     4.86e-07   2.465e-10     1.99e-11
     0.02000      5.47645      3.00000      0.27721      0.27865      0.00011    4.249e-05     6.38e-07   1.243e-05     4.83e-07   2.756e-10     2.09e-11
     0.02025      5.54490      3.00000      0.27734      0.27877      0.00011    4.167e-05     6.02e-07   1.233e-05     4.82e-07   2.832e-10     2.13e-11
     0.02050      5.61336      3.00000      0.27745      0.27889      0.00011    4.087e-05     5.79e-07   1.223e-05     4.80e-07   2.910e-10     2.18e-11
     0.02075      5.68182      3.00000      0.27757      0.27901      0.00011    4.010e-05     5.72e-07   1.213e-05     4.79e-07   2.989e-10     2.23e-11
     0.02100      5.75028      3.00000      0.27769      0.27912      0.00011    3.935e-05     5.56e-07   1.204e-05     4.77e-07   3.069e-10     2.28e-11
     0.02125      5.81874      3.00000      0.27780      0.27924      0.00011    3.862e-05     5.30e-07   1.195e-05     4.75e-07   3.150e-10     2.33e-11
     0.02150      5.88720      3.00000      0.27791      0.27935      0.00011    3.792e-05     5.37e-07   1.186e-05     4.74e-07   3.233e-10     2.37e-11
     0.02175      5.95566      3.00000      0.27802      0.27946      0.00011    3.723e-05     5.53e-07   1.177e-05     4.75e-07   3.317e-10     2.43e-11
     0.02200      6.02412      3.00000      0.27813      0.27957      0.00011    3.657e-05     5.42e-07   1.168e-05     4.73e-07   3.402e-10     2.48e-11
     0.02225      6.09259      3.00000      0.27824      0.27968      0.00011    3.592e-05     5.51e-07   1.160e-05     4.72e-07   3.488e-10     2.54e-11
     0.02250      6.16105      3.00000      0.27835      0.27979      0.00011    3.529e-05     5.33e-07   1.152e-05     4.72e-07   3.576e-10     2.59e-11
     0.02275      6.22951      3.00000      0.27845      0.27989      0.00011    3.468e-05     5.19e-07   1.144e-05     4.70e-07   3.664e-10     2.64e-11
     0.02300      6.29797      3.00000      0.27856      0.28000      0.00011    3.408e-05     4.95e-07   1.136e-05     4.71e-07   3.754e-10     2.69e-11
     0.02325      6.36643      3.00000      0.27866      0.28010      0.00011    3.350e-05     4.89e-07   1.128e-05     4.66e-07   3.844e-10     2.77e-11
     0.02350      6.43489      3.00000      0.27876      0.28020      0.00011    3.294e-05     5.01e-07   1.121e-05     4.67e-07   3.936e-10     2.82e-11
     0.02375      6.50335      3.00000      0.27886      0.28030      0.00011    3.239e-05     5.34e-07   1.113e-05     4.68e-07   4.028e-10     2.96e-11
     0.02400      6.57181      3.00000      0.27896      0.28040      0.00011    3.186e-05     5.52e-07   1.106e-05     4.71e-07   4.122e-10     2.94e-11
     0.02500      6.84564      3.00000      0.27934      0.28078      0.00011    2.985e-05     5.53e-07   1.078e-05     4.62e-07   4.505e-10     3.21e-11
     0.02600      7.11949      3.00000      0.27970      0.28114      0.00011    2.803e-05     5.20e-07   1.053e-05     4.57e-07   4.902e-10     3.49e-11
     0.02700      7.39333      3.00000      0.28005      0.28149      0.00011    2.637e-05     4.99e-07   1.029e-05     4.51e-07   5.311e-10     3.79e-11
     0.02800      7.66718      3.00000      0.28038      0.28183      0.00011    2.486e-05     4.84e-07   1.007e-05     4.45e-07   5.730e-10     4.10e-11
     0.02900      7.94103      3.00000      0.28070      0.28215      0.00011    2.347e-05     4.44e-07   9.861e-06     4.42e-07   6.158e-10     4.42e-11
     0.03000      8.21487      3.00000      0.28101      0.28246      0.00011    2.220e-05     4.28e-07   9.668e-06     4.37e-07   6.594e-10     4.74e-11
     0.03100      8.48872      3.00000      0.28130      0.28275      0.00011    2.102e-05     4.00e-07   9.486e-06     4.33e-07   7.036e-10     5.06e-11
     0.03200      8.76257      3.00000      0.28159      0.28304      0.00011    1.994e-05     4.33e-07   9.315e-06     4.30e-07   7.484e-10     5.43e-11
     0.03300      9.03642      3.00000      0.28186      0.28331      0.00011    1.893e-05     4.22e-07   9.154e-06     4.26e-07   7.935e-10     5.72e-11
     0.03400      9.31027      3.00000      0.28213      0.28358      0.00011    1.799e-05     4.04e-07   9.002e-06     4.21e-07   8.390e-10     6.05e-11
     0.03500      9.58412      3.00000      0.28238      0.28383      0.00011    1.712e-05     3.92e-07   8.859e-06     4.19e-07   8.848e-10     6.39e-11
     0.03600      9.85797      3.00000      0.28263      0.28408      0.00011    1.631e-05     3.57e-07   8.723e-06     4.13e-07   9.307e-10     6.71e-11
     0.03700     10.13182      3.00000      0.28287      0.28432      0.00011    1.555e-05     3.36e-07   8.593e-06     4.08e-07   9.767e-10     7.06e-11
     0.03800     10.40567      3.00000      0.28310      0.28456      0.00011    1.484e-05     3.36e-07   8.471e-06     4.06e-07   1.023e-09     7.39e-11
     0.03900     10.67952      3.00000      0.28333      0.28479      0.00011    1.417e-05     3.38e-07   8.354e-06     4.04e-07   1.069e-09     7.73e-11
     0.04000     10.95337      3.00000      0.28355      0.28501      0.00011    1.354e-05     3.21e-07   8.243e-06     3.99e-07   1.115e-09     8.04e-11

     0.00500      1.36835      4.00000      0.26696      0.26837      0.00013    4.558e-04     6.64e-06   3.431e-05     5.75e-07   5.458e-10     3.09e-10
     0.00600      1.64281      4.00000      0.27065      0.27207      0.00012    3.330e-04     4.13e-06   2.997e-05     5.12e-07   3.610e-10     2.00e-10
     0.00700      1.91667      4.00000      0.27332      0.27475      0.00012    2.557e-04     3.54e-06   2.686e-05     4.68e-07   2.590e-10     1.38e-10
     0.00800      2.19052      4.00000      0.27539      0.27682      0.00012    2.039e-04     2.76e-06   2.446e-05     4.75e-07   1.999e-10     1.01e-10
     0.00900      2.46437      4.00000      0.27706      0.27849      0.00012    1.673e-04     2.27e-06   2.253e-05     4.78e-07   1.648e-10     7.73e-11
     0.01000      2.73822      4.00000      0.27845      0.27989      0.00012    1.405e-04     1.73e-06   2.091e-05     4.88e-07   1.444e-10     6.10e-11
     0.01100      3.01207      4.00000      0.27964      0.28108      0.00012    1.202e-04     1.60e-06   1.955e-05     4.90e-07   1.339e-10     4.95e-11
     0.01200      3.28592      4.00000      0.28068      0.28212      0.00012    1.044e-04     1.34e-06   1.838e-05     4.93e-07   1.306e-10     4.09e-11
     0.01300      3.55978      4.00000      0.28159      0.28304      0.00012    9.177e-05     1.15e-06   1.736e-05     4.99e-07   1.330e-10     3.42e-11
     0.01400      3.83363      4.00000      0.28241      0.28387      0.00012    8.153e-05     1.27e-06   1.648e-05     4.99e-07   1.402e-10     2.95e-11
     0.01500      4.10749      4.00000      0.28316      0.28461      0.00012    7.307e-05     1.13e-06   1.570e-05     5.01e-07   1.514e-10     2.61e-11
     0.01600      4.38134      4.00000      0.28384      0.28529      0.00011    6.598e-05     8.06e-07   1.500e-05     5.00e-07   1.663e-10     2.31e-11
     0.01700      4.65520      4.00000      0.28446      0.28592      0.00011    5.997e-05     7.62e-07   1.439e-05     4.95e-07   1.844e-10     2.17e-11
     0.01800      4.92906      4.00000      0.28504      0.28650      0.00011    5.482e-05     7.34e-07   1.384e-05     4.93e-07   2.054e-10     2.04e-11
     0.01900      5.20291      4.00000      0.28558      0.28704      0.00011    5.035e-05     7.09e-07   1.334e-05     4.91e-07   2.292e-10     2.05e-11
     0.02000      5.47679      4.00000      0.28608      0.28755      0.00011    4.645e-05     6.54e-07   1.289e-05     4.85e-07   2.554e-10     2.09e-11
     0.02025      5.54525      4.00000      0.28620      0.28767      0.00011    4.556e-05     6.38e-07   1.278e-05     4.85e-07   2.624e-10     2.12e-11
     0.02050      5.61372      4.00000      0.28632      0.28779      0.00011    4.469e-05     6.24e-07   1.268e-05     4.83e-07   2.695e-10     2.15e-11
     0.02075      5.68218      4.00000      0.28644      0.28791      0.00011    4.384e-05     6.54e-07   1.258e-05     4.87e-07   2.767e-10     2.17e-11
     0.02100      5.75065      4.00000      0.28656      0.28802      0.00011    4.303e-05     6.38e-07   1.248e-05     4.85e-07   2.840e-10     2.19e-11
     0.02125      5.81911      4.00000      0.28667      0.28813      0.00011    4.223e-05     6.28e-07   1.238e-05     4.84e-07   2.915e-10     2.22e-11
     0.02150      5.88758      4.00000      0.28678      0.28825      0.00011    4.146e-05     6.01e-07   1.229e-05     4.81e-07   2.991e-10     2.26e-11
     0.02175      5.95604      4.00000      0.28689      0.28836      0.00011    4.071e-05     5.65e-07   1.219e-05     4.78e-07   3.069e-10     2.31e-11
     0.02200      6.02451      4.00000      0.28700      0.28847      0.00011    3.999e-05     5.84e-07   1.210e-05     4.78e-07   3.147e-10     2.34e-11
     0.02225      6.09297      4.00000      0.28711      0.28858      0.00011    3.928e-05     5.98e-07   1.202e-05     4.78e-07   3.227e-10     2.39e-11
     0.02250      6.16144      4.00000      0.28722      0.28868      0.00011    3.859e-05     5.98e-07   1.193e-05     4.76e-07   3.308e-10     2.52e-11
     0.02275      6.22990      4.00000      0.28732      0.28879      0.00011    3.793e-05     5.57e-07   1.184e-05     4.77e-07   3.390e-10     2.47e-11
     0.02300      6.29837      4.00000      0.28742      0.28889      0.00011    3.728e-05     5.69e-07   1.176e-05     4.80e-07   3.474e-10     2.51e-11
     0.02325      6.36683      4.00000      0.28752      0.28899      0.00011    3.665e-05     5.39e-07   1.168e-05     4.75e-07   3.558e-10     2.57e-11
     0.02350      6.43530      4.00000      0.28763      0.28909      0.00011    3.603e-05     5.42e-07   1.160e-05     4.74e-07   3.644e-10     2.62e-11
     0.02375      6.50376      4.00000      0.28773      0.28919      0.00011    3.543e-05     5.40e-07   1.152e-05     4.73e-07   3.730e-10     2.68e-11
     0.02400      6.57223      4.00000      0.28782      0.28929      0.00011    3.485e-05     5.34e-07   1.145e-05     4.73e-07   3.818e-10     2.74e-11
     0.02500      6.84608      4.00000      0.28820      0.28967      0.00011    3.266e-05     5.46e-07   1.115e-05     4.70e-07   4.179e-10     2.99e-11
     0.02600      7.11994      4.00000      0.28856      0.29003      0.00011    3.068e-05     5.27e-07   1.089e-05     4.63e-07   4.554e-10     3.26e-11
     0.02700      7.39380      4.00000      0.28891      0.29038      0.00011    2.888e-05     5.27e-07   1.064e-05     4.58e-07   4.942e-10     3.51e-11
     0.02800      7.66767      4.00000      0.28924      0.29071      0.00011    2.723e-05     5.09e-07   1.040e-05     4.53e-07   5.343e-10     3.81e-11
     0.02900      7.94153      4.00000      0.28956      0.29103      0.00011    2.573e-05     4.83e-07   1.018e-05     4.49e-07   5.754e-10     4.12e-11
     0.03000      8.21539      4.00000      0.28986      0.29134      0.00011    2.435e-05     4.80e-07   9.981e-06     4.46e-07   6.174e-10     4.42e-11
     0.03100      8.48926      4.00000      0.29016      0.29163      0.00011    2.307e-05     4.45e-07   9.790e-06     4.41e-07   6.602e-10     4.75e-11
     0.03200      8.76312      4.00000      0.29044      0.29191      0.00011    2.189e-05     4.51e-07   9.610e-06     4.40e-07   7.037e-10     5.06e-11
     0.03300      9.03699      4.00000      0.29071      0.29219      0.00011    2.080e-05     4.65e-07   9.441e-06     4.38e-07   7.477e-10     5.40e-11
     0.03400      9.31086      4.00000      0.29097      0.29245      0.00011    1.979e-05     4.26e-07   9.281e-06     4.30e-07   7.923e-10     5.72e-11
     0.03500      9.58472      4.00000      0.29123      0.29270      0.00011    1.884e-05     3.84e-07   9.130e-06     4.24e-07   8.372e-10     6.05e-11
     0.03600      9.85859      4.00000      0.29147      0.29295      0.00011    1.796e-05     3.65e-07   8.987e-06     4.22e-07   8.824e-10     6.41e-11
     0.03700     10.13246      4.00000      0.29171      0.29319      0.00011    1.714e-05     3.57e-07   8.852e-06     4.16e-07   9.279e-10     6.75e-11
     0.03800     10.40633      4.00000      0.29194      0.29342      0.00011    1.637e-05     3.52e-07   8.723e-06     4.16e-07   9.735e-10     7.07e-11
     0.03900     10.68019      4.00000      0.29217      0.29365      0.00011    1.564e-05     3.48e-07   8.600e-06     4.11e-07   1.019e-09     7.41e-11
     0.04000     10.95406      4.00000      0.29238      0.29387      0.00011    1.496e-05     3.45e-07   8.483e-06     4.06e-07   1.065e-09     7.73e-11

     0.00500      1.36835      5.00000      0.27464      0.27607      0.00013    5.045e-04     1.10e-05   3.556e-05     7.31e-07   6.521e-10     3.74e-10
     0.00600      1.64290      5.00000      0.27848      0.27992      0.00012    3.677e-04     5.27e-06   3.101e-05     5.48e-07   4.295e-10     2.41e-10
     0.00700      1.91677      5.00000      0.28124      0.28269      0.00012    2.817e-04     3.59e-06   2.779e-05     4.82e-07   3.047e-10     1.65e-10
     0.00800      2.19064      5.00000      0.28336      0.28481      0.00012    2.240e-04     2.61e-06   2.531e-05     4.65e-07   2.317e-10     1.20e-10
     0.00900      2.46451      5.00000      0.28506      0.28652      0.00012    1.834e-04     2.51e-06   2.332e-05     4.62e-07   1.874e-10     9.15e-11
     0.01000      2.73838      5.00000      0.28648      0.28794      0.00012    1.538e-04     1.87e-06   2.166e-05     4.85e-07   1.605e-10     7.22e-11
     0.01100      3.01224      5.00000      0.28768      0.28915      0.00012    1.313e-04     1.77e-06   2.026e-05     4.78e-07   1.450e-10     5.83e-11
     0.01200      3.28611      5.00000      0.28873      0.29020      0.00012    1.139e-04     1.27e-06   1.905e-05     4.92e-07   1.376e-10     4.78e-11
     0.01300      3.55998      5.00000      0.28966      0.29113      0.00012    1.000e-04     1.26e-06   1.800e-05     4.95e-07   1.365e-10     4.01e-11
     0.01400      3.83385      5.00000      0.29048      0.29196      0.00012    8.875e-05     1.13e-06   1.708e-05     4.96e-07   1.404e-10     3.43e-11
     0.01500      4.10772      5.00000      0.29123      0.29271      0.00012    7.948e-05     9.64e-07   1.626e-05     4.97e-07   1.485e-10     2.99e-11
     0.01600      4.38160      5.00000      0.29191      0.29340      0.00011    7.172e-05     8.95e-07   1.554e-05     5.01e-07   1.604e-10     2.63e-11
     0.01700      4.65547      5.00000      0.29254      0.29402      0.00011    6.516e-05     8.06e-07   1.490e-05     4.93e-07   1.757e-10     2.41e-11
     0.01800      4.92934      5.00000      0.29312      0.29460      0.00012    5.953e-05     7.77e-07   1.432e-05     4.95e-07   1.939e-10     2.23e-11
     0.01900      5.20322      5.00000      0.29366      0.29514      0.00011    5.467e-05     7.30e-07   1.380e-05     4.94e-07   2.150e-10     2.12e-11
     0.02000      5.47711      5.00000      0.29416      0.29565      0.00011    5.043e-05     7.14e-07   1.333e-05     4.92e-07   2.386e-10     2.14e-11
     0.02025      5.54557      5.00000      0.29428      0.29577      0.00011    4.945e-05     7.03e-07   1.322e-05     4.95e-07   2.449e-10     2.14e-11
     0.02050      5.61404      5.00000      0.29440      0.29589      0.00011    4.851e-05     6.87e-07   1.311e-05     4.93e-07   2.513e-10     2.13e-11
     0.02075      5.68251      5.00000      0.29452      0.29601      0.00011    4.759e-05     6.85e-07   1.300e-05     4.90e-07   2.579e-10     2.15e-11
     0.02100      5.75098      5.00000      0.29463      0.29612      0.00011    4.670e-05     6.60e-07   1.290e-05     4.88e-07   2.646e-10     2.16e-11
     0.02125      5.81945      5.00000      0.29475      0.29624      0.00011    4.584e-05     7.05e-07   1.280e-05     4.86e-07   2.715e-10     2.22e-11
     0.02150      5.88792      5.00000      0.29486      0.29635      0.00011    4.500e-05     6.11e-07   1.270e-05     4.83e-07   2.785e-10     2.21e-11
     0.02175      5.95639      5.00000      0.29497      0.29646      0.00011    4.419e-05     6.10e-07   1.260e-05     4.83e-07   2.856e-10     2.23e-11
     0.02200      6.02486      5.00000      0.29508      0.29657      0.00011    4.340e-05     5.99e-07   1.251e-05     4.82e-07   2.928e-10     2.26e-11
     0.02225      6.09332      5.00000      0.29519      0.29668      0.00011    4.264e-05     5.89e-07   1.242e-05     4.81e-07   3.002e-10     2.30e-11
     0.02250      6.16179      5.00000      0.29529      0.29678      0.00011    4.189e-05     5.65e-07   1.232e-05     4.79e-07   3.077e-10     2.33e-11
     0.02275      6.23026      5.00000      0.29540      0.29689      0.00011    4.117e-05     5.54e-07   1.224e-05     4.78e-07   3.153e-10     2.37e-11
     0.02300      6.29873      5.00000      0.29550      0.29699      0.00011    4.047e-05     5.44e-07   1.215e-05     4.77e-07   3.230e-10     2.42e-11
     0.02325      6.36720      5.00000      0.29560      0.29709      0.00011    3.978e-05     5.92e-07   1.206e-05     4.75e-07   3.309e-10     2.49e-11
     0.02350      6.43567      5.00000      0.29570      0.29719      0.00011    3.911e-05     5.62e-07   1.198e-05     4.76e-07   3.388e-10     2.51e-11
     0.02375      6.50414      5.00000      0.29580      0.29729      0.00011    3.847e-05     5.53e-07   1.190e-05     4.75e-07   3.469e-10     2.55e-11
     0.02400      6.57261      5.00000      0.29590      0.29739      0.00011    3.783e-05     5.78e-07   1.182e-05     4.77e-07   3.551e-10     2.60e-11
     0.02500      6.84647      5.00000      0.29627      0.29777      0.00011    3.546e-05     5.40e-07   1.151e-05     4.74e-07   3.889e-10     2.82e-11
     0.02600      7.12035      5.00000      0.29663      0.29813      0.00011    3.332e-05     5.41e-07   1.123e-05     4.71e-07   4.243e-10     3.04e-11
     0.02700      7.39423      5.00000      0.29698      0.29847      0.00011    3.137e-05     5.45e-07   1.097e-05     4.65e-07   4.611e-10     3.28e-11
     0.02800      7.66811      5.00000      0.29731      0.29880      0.00011    2.960e-05     5.36e-07   1.072e-05     4.60e-07   4.992e-10     3.57e-11
     0.02900      7.94199      5.00000      0.29762      0.29912      0.00011    2.797e-05     5.37e-07   1.050e-05     4.52e-07   5.385e-10     3.84e-11
     0.03000      8.21587      5.00000      0.29792      0.29942      0.00011    2.648e-05     4.94e-07   1.028e-05     4.54e-07   5.788e-10     4.15e-11
     0.03100      8.48975      5.00000      0.29821      0.29971      0.00011    2.510e-05     4.75e-07   1.008e-05     4.47e-07   6.200e-10     4.48e-11
     0.03200      8.76363      5.00000      0.29849      0.29999      0.00011    2.383e-05     4.39e-07   9.894e-06     4.40e-07   6.621e-10     4.76e-11
     0.03300      9.03751      5.00000      0.29876      0.30027      0.00011    2.266e-05     4.60e-07   9.717e-06     4.39e-07   7.048e-10     5.10e-11
     0.03400      9.31139      5.00000      0.29903      0.30053      0.00011    2.156e-05     4.04e-07   9.550e-06     4.36e-07   7.482e-10     5.46e-11
     0.03500      9.58528      5.00000      0.29928      0.30078      0.00011    2.055e-05     4.18e-07   9.392e-06     4.33e-07   7.921e-10     5.77e-11
     0.03600      9.85916      5.00000      0.29952      0.30102      0.00011    1.960e-05     3.88e-07   9.242e-06     4.27e-07   8.364e-10     6.09e-11
     0.03700     10.13304      5.00000      0.29976      0.30126      0.00011    1.871e-05     4.02e-07   9.100e-06     4.22e-07   8.811e-10     6.40e-11
     0.03800     10.40693      5.00000      0.29999      0.30149      0.00011    1.788e-05     3.70e-07   8.965e-06     4.19e-07   9.261e-10     6.73e-11
     0.03900     10.68081      5.00000      0.30021      0.30171      0.00011    1.710e-05     3.61e-07   8.837e-06     4.16e-07   9.712e-10     7.07e-11
     0.04000     10.95469      5.00000      0.30043      0.30193      0.00011    1.637e-05     3.53e-07   8.715e-06     4.12e-07   1.017e-09     7.41e-11

     0.00500      1.36835      6.00000      0.28166      0.28311      0.00013    5.546e-04     1.50e-05   3.677e-05     8.51e-07   7.679e-10     4.39e-10
     0.00600      1.64299      6.00000      0.28564      0.28710      0.00012    4.035e-04     6.13e-06   3.200e-05     5.71e-07   5.050e-10     2.85e-10
     0.00700      1.91687      6.00000      0.28849      0.28996      0.00012    3.083e-04     4.58e-06   2.866e-05     4.84e-07   3.555e-10     1.95e-10
     0.00800      2.19075      6.00000      0.29066      0.29214      0.00012    2.446e-04     3.09e-06   2.612e-05     4.69e-07   2.670e-10     1.42e-10
     0.00900      2.46464      6.00000      0.29240      0.29388      0.00012    1.999e-04     2.65e-06   2.407e-05     4.60e-07   2.127e-10     1.07e-10
     0.01000      2.73852      6.00000      0.29384      0.29533      0.00012    1.673e-04     1.99e-06   2.237e-05     4.81e-07   1.789e-10     8.43e-11
     0.01100      3.01240      6.00000      0.29506      0.29655      0.00012    1.426e-04     2.04e-06   2.093e-05     4.73e-07   1.582e-10     6.76e-11
     0.01200      3.28629      6.00000      0.29612      0.29761      0.00012    1.235e-04     2.21e-06   1.969e-05     4.91e-07   1.466e-10     5.56e-11
     0.01300      3.56017      6.00000      0.29705      0.29855      0.00012    1.083e-04     1.53e-06   1.860e-05     4.92e-07   1.419e-10     4.66e-11
     0.01400      3.83406      6.00000      0.29789      0.29939      0.00012    9.606e-05     1.27e-06   1.765e-05     4.95e-07   1.426e-10     3.96e-11
     0.01500      4.10794      6.00000      0.29864      0.30014      0.00012    8.595e-05     1.23e-06   1.681e-05     4.97e-07   1.478e-10     3.43e-11
     0.01600      4.38183      6.00000      0.29932      0.30083      0.00011    7.751e-05     9.69e-07   1.606e-05     5.00e-07   1.569e-10     2.98e-11
     0.01700      4.65572      6.00000      0.29995      0.30145      0.00012    7.038e-05     8.94e-07   1.539e-05     4.97e-07   1.694e-10     2.68e-11
     0.01800      4.92960      6.00000      0.30053      0.30204      0.00012    6.428e-05     7.77e-07   1.479e-05     4.95e-07   1.851e-10     2.47e-11
     0.01900      5.20349      6.00000      0.30107      0.30258      0.00011    5.901e-05     7.49e-07   1.425e-05     4.95e-07   2.036e-10     2.28e-11
     0.02000      5.47740      6.00000      0.30157      0.30308      0.00011    5.442e-05     7.87e-07   1.376e-05     4.95e-07   2.247e-10     2.21e-11
     0.02025      5.54587      6.00000      0.30169      0.30320      0.00011    5.336e-05     7.48e-07   1.364e-05     4.93e-07   2.304e-10     2.20e-11
     0.02050      5.61434      6.00000      0.30181      0.30332      0.00011    5.234e-05     7.45e-07   1.353e-05     4.93e-07   2.362e-10     2.21e-11
     0.02075      5.68281      6.00000      0.30193      0.30344      0.00011    5.135e-05     7.34e-07   1.342e-05     4.93e-07   2.422e-10     2.21e-11
     0.02100      5.75129      6.00000      0.30204      0.30355      0.00011    5.039e-05     6.97e-07   1.331e-05     4.94e-07   2.483e-10     2.21e-11
     0.02125      5.81976      6.00000      0.30216      0.30367      0.00011    4.945e-05     7.09e-07   1.320e-05     4.92e-07   2.545e-10     2.22e-11
     0.02150      5.88823      6.00000      0.30227      0.30378      0.00011    4.855e-05     6.93e-07   1.310e-05     4.93e-07   2.609e-10     2.23e-11
