6.85276e+07	4.82497e+07	2.93495e+07	1.86483e+07	1.32983e+07	1.03183e+07	7.80922e+06	6.09308e+06	4.98983e+06	4.42296e+06	3.83591e+06	3.49896e+06	2.88991e+06	2.42647e+06	2.26118e+06	2.17772e+06	2.05098e+06	1.76115e+06	1.64283e+06	1.5507e+06	1.41503e+06	1.2757e+06	1.15979e+06	1.04526e+06	948242	927855	868500	793506	792897	777571	720676	693923	656462	607271	515903	398517	
4.82497e+07	4.61869e+07	3.26358e+07	2.09831e+07	1.43783e+07	1.07915e+07	7.80912e+06	5.83939e+06	4.75379e+06	4.23201e+06	3.68226e+06	3.34709e+06	2.87524e+06	2.46308e+06	2.25121e+06	2.15447e+06	1.95981e+06	1.69811e+06	1.56984e+06	1.47203e+06	1.32882e+06	1.20503e+06	1.10519e+06	1.02353e+06	940152	909887	847220	765547	745738	733407	692675	656737	619261	556376	483241	374037	
2.93495e+07	3.26358e+07	3.07091e+07	2.20389e+07	1.47251e+07	1.04611e+07	7.51669e+06	5.55456e+06	4.53678e+06	3.99632e+06	3.38455e+06	2.93325e+06	2.55978e+06	2.26733e+06	2.03779e+06	1.97208e+06	1.78228e+06	1.53575e+06	1.3984e+06	1.2918e+06	1.17787e+06	1.06896e+06	976189	922170	869507	820582	766287	713091	683163	664496	631873	595018	560519	504763	447763	344117	
1.86483e+07	2.09831e+07	2.20389e+07	2.09191e+07	1.56212e+07	1.06329e+07	7.52402e+06	5.65501e+06	4.62313e+06	4.01547e+06	3.29486e+06	2.76058e+06	2.42931e+06	2.18297e+06	1.95957e+06	1.87629e+06	1.67236e+06	1.44223e+06	1.3183e+06	1.2242e+06	1.13562e+06	1.04117e+06	938883	881696	826193	770513	726790	682022	649611	628873	587817	545620	513360	476953	433446	335805	
1.32983e+07	1.43783e+07	1.47251e+07	1.56212e+07	1.49682e+07	1.12514e+07	7.84521e+06	5.70539e+06	4.54111e+06	3.81608e+06	3.13187e+06	2.53207e+06	2.16095e+06	1.9391e+06	1.71959e+06	1.6161e+06	1.41958e+06	1.23556e+06	1.15638e+06	1.08536e+06	1.02391e+06	957600	864894	793379	728636	693364	678335	624459	581280	564089	531911	488924	452147	422369	381021	301401	
1.03183e+07	1.07915e+07	1.04611e+07	1.06329e+07	1.12514e+07	1.08865e+07	8.42859e+06	5.96051e+06	4.3912e+06	3.48729e+06	2.84806e+06	2.30566e+06	1.91139e+06	1.70192e+06	1.51672e+06	1.41072e+06	1.22482e+06	1.05988e+06	995589	938386	884143	833588	761213	680795	622330	609137	608303	551499	503139	485218	464035	430675	397434	370651	333038	277104	
7.80922e+06	7.80912e+06	7.51669e+06	7.52402e+06	7.84521e+06	8.42859e+06	8.50998e+06	6.65039e+06	4.73941e+06	3.57191e+06	2.87032e+06	2.30669e+06	1.88092e+06	1.63354e+06	1.46177e+06	1.36561e+06	1.15472e+06	973533	917090	862182	812052	771438	718308	637038	581049	552070	548486	512895	467779	450848	435529	407555	373259	342352	306826	251066	
6.09308e+06	5.83939e+06	5.55456e+06	5.65501e+06	5.70539e+06	5.96051e+06	6.65039e+06	6.48731e+06	5.05244e+06	3.70595e+06	2.83688e+06	2.24536e+06	1.81802e+06	1.5416e+06	1.37022e+06	1.28262e+06	1.08149e+06	895677	817929	771581	744044	710869	655857	588132	529512	495773	492046	473381	437943	421333	404261	381784	351422	324905	274678	221278	
4.98983e+06	4.75379e+06	4.53678e+06	4.62313e+06	4.54111e+06	4.3912e+06	4.73941e+06	5.05244e+06	4.94435e+06	3.98056e+06	2.97109e+06	2.24027e+06	1.78176e+06	1.49523e+06	1.32487e+06	1.22671e+06	1.02463e+06	849827	763256	713776	695369	663957	615787	559012	504638	476687	462900	440320	414929	405829	380316	359972	334585	307022	261584	207574	
4.42296e+06	4.23201e+06	3.99632e+06	4.01547e+06	3.81608e+06	3.48729e+06	3.57191e+06	3.70595e+06	3.98056e+06	4.00033e+06	3.23883e+06	2.3538e+06	1.77155e+06	1.46891e+06	1.27572e+06	1.1551e+06	979436	828330	755729	698737	671005	632979	592602	540533	488305	460201	429687	405761	386341	380494	361123	341975	316931	292928	250901	201132	
3.83591e+06	3.68226e+06	3.38455e+06	3.29486e+06	3.13187e+06	2.84806e+06	2.87032e+06	2.83688e+06	2.97109e+06	3.23883e+06	3.25307e+06	2.58546e+06	1.88794e+06	1.49453e+06	1.24987e+06	1.09276e+06	910845	765161	701271	655745	632382	593557	558509	500440	449838	426751	398900	378553	361661	352615	338241	320542	299629	279572	235490	187816	
3.49896e+06	3.34709e+06	2.93325e+06	2.76058e+06	2.53207e+06	2.30566e+06	2.30669e+06	2.24536e+06	2.24027e+06	2.3538e+06	2.58546e+06	2.58936e+06	2.07365e+06	1.57512e+06	1.25424e+06	1.07108e+06	886215	737448	668272	621135	592313	549822	517739	462040	413578	394549	370592	350060	333228	320360	303350	290537	274243	257119	218922	173938	
2.88991e+06	2.87524e+06	2.55978e+06	2.42931e+06	2.16095e+06	1.91139e+06	1.88092e+06	1.81802e+06	1.78176e+06	1.77155e+06	1.88794e+06	2.07365e+06	2.08715e+06	1.70836e+06	1.3066e+06	1.0639e+06	881476	735501	647857	592262	559208	508146	475675	429023	384378	361700	337609	321719	303590	286916	273659	266849	254370	242786	208336	169174	
2.42647e+06	2.46308e+06	2.26733e+06	2.18297e+06	1.9391e+06	1.70192e+06	1.63354e+06	1.5416e+06	1.49523e+06	1.46891e+06	1.49453e+06	1.57512e+06	1.70836e+06	1.72373e+06	1.43165e+06	1.11107e+06	881390	725027	640523	585453	544289	490689	455378	413703	372839	347919	318831	300742	286454	273758	263164	255285	244369	236897	202821	163132	
2.26118e+06	2.25121e+06	2.03779e+06	1.95957e+06	1.71959e+06	1.51672e+06	1.46177e+06	1.37022e+06	1.32487e+06	1.27572e+06	1.24987e+06	1.25424e+06	1.3066e+06	1.43165e+06	1.43923e+06	1.1866e+06	905342	714780	622803	564504	517931	465594	433619	391423	356621	338253	309311	286981	272879	261749	247284	236838	228432	222658	191460	152571	
2.17772e+06	2.15447e+06	1.97208e+06	1.87629e+06	1.6161e+06	1.41072e+06	1.36561e+06	1.28262e+06	1.22671e+06	1.1551e+06	1.09276e+06	1.07108e+06	1.0639e+06	1.11107e+06	1.1866e+06	1.18453e+06	973227	747413	622400	550518	498137	448169	417328	376065	347547	332243	307010	285744	267361	255025	239830	228003	221333	211876	186050	149246	
2.05098e+06	1.95981e+06	1.78228e+06	1.67236e+06	1.41958e+06	1.22482e+06	1.15472e+06	1.08149e+06	1.02463e+06	979436	910845	886215	881476	881390	905342	973227	968055	792038	630877	534302	473003	421921	389519	350249	322973	306590	284600	265396	247932	235151	220404	209222	202918	193623	171896	140760	
1.76115e+06	1.69811e+06	1.53575e+06	1.44223e+06	1.23556e+06	1.05988e+06	973533	895677	849827	828330	765161	737448	735501	725027	714780	747413	792038	771933	649503	530390	453647	397387	363187	328842	304362	285642	262788	242486	226893	213474	199544	188632	181488	173824	153080	126577	
1.64283e+06	1.56984e+06	1.3984e+06	1.3183e+06	1.15638e+06	995589	917090	817929	763256	755729	701271	668272	647857	640523	622803	622400	630877	649503	650409	563181	467744	400954	359042	326151	302927	282070	257439	237861	222108	209048	196418	186289	176999	168842	147214	122186	
1.5507e+06	1.47203e+06	1.2918e+06	1.2242e+06	1.08536e+06	938386	862182	771581	713776	698737	655745	621135	592262	585453	564504	550518	534302	530390	563181	575559	503596	421549	369535	332895	304670	281719	258047	240099	223517	209747	197611	186502	176740	167277	145163	121845	
1.41503e+06	1.32882e+06	1.17787e+06	1.13562e+06	1.02391e+06	884143	812052	744044	695369	671005	632382	592313	559208	544289	517931	498137	473003	453647	467744	503596	519240	458107	386700	338710	306660	279821	254506	236541	220182	206101	193877	182465	170862	162077	140540	119315	
1.2757e+06	1.20503e+06	1.06896e+06	1.04117e+06	957600	833588	771438	710869	663957	632979	593557	549822	508146	490689	465594	448169	421921	397387	400954	421549	458107	471803	413637	347966	306232	275816	248082	229628	213985	199218	186875	176108	164754	155714	133595	114418	
1.15979e+06	1.10519e+06	976189	938883	864894	761213	718308	655857	615787	592602	558509	517739	475675	455378	433619	417328	389519	363187	359042	369535	386700	413637	419675	367226	313739	275392	244316	226067	207958	191166	179182	169229	158926	150416	128952	111044	
1.04526e+06	1.02353e+06	922170	881696	793379	680795	637038	588132	559012	540533	500440	462040	429023	413703	391423	376065	350249	328842	326151	332895	338710	347966	367226	369075	328176	279649	242055	221464	201235	183054	170898	161800	151605	143267	121954	105565	
948242	940152	869507	826193	728636	622330	581049	529512	504638	488305	449838	413578	384378	372839	356621	347547	322973	304362	302927	304670	306660	306232	313739	328176	332189	294814	246366	216998	194557	177624	164978	154525	144292	136467	115537	100971	
927855	909887	820582	770513	693364	609137	552070	495773	476687	460201	426751	394549	361700	347919	338253	332243	306590	285642	282070	281719	279821	275816	275392	279649	294814	299412	260988	221448	194024	176977	162473	150981	140345	132671	112483	98087.6	
868500	847220	766287	726790	678335	608303	548486	492046	462900	429687	398900	370592	337609	318831	309311	307010	284600	262788	257439	258047	254506	248082	244316	242055	246366	260988	260610	230686	196445	175390	159549	147723	137814	129839	109127	94332.7	
793506	765547	713091	682022	624459	551499	512895	473381	440320	405761	378553	350060	321719	300742	286981	285744	265396	242486	237861	240099	236541	229628	226067	221464	216998	221448	230686	235303	207542	177903	158601	144960	135109	126984	106665	92434.7	
792897	745738	683163	649611	581280	503139	467779	437943	414929	386341	361661	333228	303590	286454	272879	267361	247932	226893	222108	223517	220182	213985	207958	201235	194557	194024	196445	207542	208726	186170	161174	143127	132074	123719	103095	89315	
777571	733407	664496	628873	564089	485218	450848	421333	405829	380494	352615	320360	286916	273758	261749	255025	235151	213474	209048	209747	206101	199218	191166	183054	177624	176977	175390	177903	186170	188902	168829	144814	130137	121002	99449.3	85549.8	
720676	692675	631873	587817	531911	464035	435529	404261	380316	361123	338241	303350	273659	263164	247284	239830	220404	199544	196418	197611	193877	186875	179182	170898	164978	162473	159549	158601	161174	168829	169557	150632	131810	120077	96758.4	83048.4	
693923	656737	595018	545620	488924	430675	407555	381784	359972	341975	320542	290537	266849	255285	236838	228003	209222	188632	186289	186502	182465	176108	169229	161800	154525	150981	147723	144960	143127	144814	150632	151141	136215	120093	94226.6	80174.2	
656462	619261	560519	513360	452147	397434	373259	351422	334585	316931	299629	274243	254370	244369	228432	221333	202918	181488	176999	176740	170862	164754	158926	151605	144292	140345	137814	135109	132074	130137	131810	136215	136752	123844	92393	77076.5	
607271	556376	504763	476953	422369	370651	342352	324905	307022	292928	279572	257119	242786	236897	222658	211876	193623	173824	168842	167277	162077	155714	150416	143267	136467	132671	129839	126984	123719	121002	120077	120093	123844	125181	91506.7	74279.8	
