#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated with AlterBBN v1.4 [http://superiso.in2p3.fr/relic/alterbbn/] for a 
#neutron lifetime of 887.7 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H       He3/H    err He3/H         Li7      sig Li7
 
     0.02600      7.11820      0.50000      0.25440      0.25576      0.00011    2.139e-05     4.33e-07   9.573e-06     4.39e-07   5.969e-10     4.30e-11
     0.02700      7.39199      0.50000      0.25475      0.25611      0.00011    2.008e-05     4.11e-07   9.369e-06     4.30e-07   6.423e-10     4.63e-11
     0.02800      7.66579      0.50000      0.25509      0.25645      0.00011    1.890e-05     3.78e-07   9.178e-06     4.25e-07   6.883e-10     5.01e-11
     0.02900      7.93959      0.50000      0.25541      0.25677      0.00011    1.781e-05     4.03e-07   8.999e-06     4.22e-07   7.346e-10     5.28e-11
     0.03000      8.21338      0.50000      0.25572      0.25708      0.00011    1.680e-05     3.72e-07   8.832e-06     4.17e-07   7.813e-10     5.61e-11
     0.03100      8.48718      0.50000      0.25602      0.25738      0.00011    1.588e-05     3.68e-07   8.675e-06     4.13e-07   8.280e-10     5.95e-11
     0.03200      8.76098      0.50000      0.25631      0.25767      0.00011    1.502e-05     3.31e-07   8.528e-06     4.10e-07   8.749e-10     6.29e-11
     0.03300      9.03478      0.50000      0.25659      0.25795      0.00011    1.423e-05     3.06e-07   8.388e-06     4.04e-07   9.217e-10     6.60e-11
     0.03400      9.30858      0.50000      0.25686      0.25822      0.00011    1.349e-05     3.37e-07   8.257e-06     4.01e-07   9.685e-10     6.95e-11
     0.03500      9.58238      0.50000      0.25712      0.25849      0.00011    1.280e-05     3.12e-07   8.132e-06     3.97e-07   1.015e-09     7.28e-11
     0.03600      9.85618      0.50000      0.25737      0.25874      0.00011    1.216e-05     3.18e-07   8.014e-06     3.91e-07   1.061e-09     7.64e-11
     0.03700     10.12998      0.50000      0.25762      0.25899      0.00011    1.156e-05     3.71e-07   7.902e-06     3.88e-07   1.107e-09     8.07e-11
     0.03800     10.40379      0.50000      0.25785      0.25922      0.00011    1.100e-05     2.86e-07   7.796e-06     3.85e-07   1.153e-09     8.26e-11
     0.03900     10.67759      0.50000      0.25808      0.25946      0.00011    1.048e-05     2.89e-07   7.694e-06     3.80e-07   1.199e-09     8.56e-11
     0.04000     10.95139      0.50000      0.25831      0.25968      0.00011    9.983e-06     2.83e-07   7.597e-06     3.78e-07   1.244e-09     8.87e-11

     0.00500      1.36835      0.75000      0.23724      0.23853      0.00012    3.096e-04     3.79e-06   2.984e-05     5.07e-07   2.746e-10     1.51e-10
     0.00600      1.64246      0.75000      0.24043      0.24174      0.00012    2.286e-04     2.64e-06   2.614e-05     4.70e-07   1.898e-10     9.90e-11
     0.00700      1.91625      0.75000      0.24281      0.24413      0.00012    1.773e-04     2.22e-06   2.342e-05     4.70e-07   1.456e-10     7.01e-11
     0.00800      2.19004      0.75000      0.24469      0.24601      0.00012    1.426e-04     1.96e-06   2.130e-05     4.80e-07   1.225e-10     5.21e-11
     0.00900      2.46383      0.75000      0.24623      0.24756      0.00012    1.180e-04     1.57e-06   1.958e-05     4.95e-07   1.121e-10     4.03e-11
     0.01000      2.73761      0.75000      0.24753      0.24887      0.00012    9.972e-05     1.30e-06   1.817e-05     5.00e-07   1.103e-10     3.23e-11
     0.01100      3.01140      0.75000      0.24866      0.25000      0.00012    8.576e-05     1.09e-06   1.698e-05     5.04e-07   1.152e-10     2.64e-11
     0.01200      3.28520      0.75000      0.24966      0.25100      0.00012    7.480e-05     1.10e-06   1.597e-05     5.04e-07   1.254e-10     2.23e-11
     0.01300      3.55899      0.75000      0.25054      0.25189      0.00011    6.599e-05     9.83e-07   1.510e-05     4.99e-07   1.402e-10     1.94e-11
     0.01400      3.83278      0.75000      0.25134      0.25269      0.00011    5.879e-05     7.48e-07   1.435e-05     4.98e-07   1.591e-10     1.77e-11
     0.01500      4.10657      0.75000      0.25207      0.25342      0.00011    5.280e-05     6.69e-07   1.369e-05     4.94e-07   1.815e-10     1.71e-11
     0.01600      4.38037      0.75000      0.25274      0.25409      0.00011    4.775e-05     5.90e-07   1.311e-05     4.86e-07   2.072e-10     1.72e-11
     0.01700      4.65416      0.75000      0.25336      0.25471      0.00011    4.344e-05     5.65e-07   1.259e-05     4.83e-07   2.359e-10     1.86e-11
     0.01800      4.92796      0.75000      0.25393      0.25529      0.00011    3.973e-05     5.80e-07   1.213e-05     4.80e-07   2.672e-10     1.96e-11
     0.01900      5.20176      0.75000      0.25447      0.25583      0.00011    3.650e-05     5.36e-07   1.171e-05     4.73e-07   3.009e-10     2.17e-11
     0.02000      5.47555      0.75000      0.25497      0.25633      0.00011    3.366e-05     5.27e-07   1.134e-05     4.69e-07   3.368e-10     2.42e-11
     0.02025      5.54402      0.75000      0.25509      0.25645      0.00011    3.301e-05     5.13e-07   1.125e-05     4.68e-07   3.461e-10     2.49e-11
     0.02050      5.61247      0.75000      0.25521      0.25657      0.00011    3.237e-05     5.15e-07   1.117e-05     4.66e-07   3.555e-10     2.55e-11
     0.02075      5.68092      0.75000      0.25533      0.25669      0.00011    3.176e-05     5.12e-07   1.108e-05     4.65e-07   3.650e-10     2.62e-11
     0.02100      5.74937      0.75000      0.25544      0.25681      0.00011    3.116e-05     5.24e-07   1.100e-05     4.65e-07   3.747e-10     2.69e-11
     0.02125      5.81782      0.75000      0.25556      0.25692      0.00011    3.058e-05     4.98e-07   1.092e-05     4.65e-07   3.844e-10     2.75e-11
     0.02150      5.88627      0.75000      0.25567      0.25703      0.00011    3.001e-05     4.99e-07   1.084e-05     4.62e-07   3.942e-10     2.82e-11
     0.02175      5.95472      0.75000      0.25578      0.25715      0.00011    2.946e-05     4.87e-07   1.076e-05     4.62e-07   4.042e-10     2.89e-11
     0.02200      6.02316      0.75000      0.25589      0.25726      0.00011    2.893e-05     4.86e-07   1.069e-05     4.59e-07   4.142e-10     2.96e-11
     0.02225      6.09161      0.75000      0.25600      0.25736      0.00011    2.841e-05     4.70e-07   1.061e-05     4.59e-07   4.243e-10     3.03e-11
     0.02250      6.16006      0.75000      0.25611      0.25747      0.00011    2.791e-05     4.73e-07   1.054e-05     4.57e-07   4.346e-10     3.10e-11
     0.02275      6.22851      0.75000      0.25621      0.25758      0.00011    2.742e-05     4.64e-07   1.047e-05     4.53e-07   4.449e-10     3.17e-11
     0.02300      6.29696      0.75000      0.25631      0.25768      0.00011    2.694e-05     4.58e-07   1.040e-05     4.56e-07   4.552e-10     3.25e-11
     0.02325      6.36541      0.75000      0.25642      0.25778      0.00011    2.648e-05     4.74e-07   1.034e-05     4.57e-07   4.657e-10     3.33e-11
     0.02350      6.43386      0.75000      0.25652      0.25788      0.00011    2.602e-05     4.36e-07   1.027e-05     4.52e-07   4.763e-10     3.40e-11
     0.02375      6.50231      0.75000      0.25662      0.25799      0.00011    2.558e-05     4.50e-07   1.021e-05     4.51e-07   4.869e-10     3.48e-11
     0.02400      6.57076      0.75000      0.25672      0.25809      0.00011    2.515e-05     4.58e-07   1.014e-05     4.50e-07   4.976e-10     3.57e-11
     0.02500      6.84455      0.75000      0.25710      0.25847      0.00011    2.353e-05     4.40e-07   9.900e-06     4.47e-07   5.410e-10     3.88e-11
     0.02600      7.11835      0.75000      0.25747      0.25884      0.00011    2.207e-05     4.05e-07   9.676e-06     4.34e-07   5.853e-10     4.21e-11
     0.02700      7.39216      0.75000      0.25782      0.25919      0.00011    2.073e-05     4.21e-07   9.467e-06     4.34e-07   6.303e-10     4.52e-11
     0.02800      7.66596      0.75000      0.25815      0.25953      0.00011    1.951e-05     3.86e-07   9.273e-06     4.28e-07   6.760e-10     4.86e-11
     0.02900      7.93976      0.75000      0.25848      0.25985      0.00011    1.839e-05     4.14e-07   9.092e-06     4.22e-07   7.221e-10     5.19e-11
     0.03000      8.21357      0.75000      0.25879      0.26016      0.00011    1.736e-05     3.98e-07   8.922e-06     4.19e-07   7.686e-10     5.53e-11
     0.03100      8.48737      0.75000      0.25909      0.26046      0.00011    1.641e-05     3.71e-07   8.762e-06     4.16e-07   8.152e-10     5.86e-11
     0.03200      8.76117      0.75000      0.25937      0.26075      0.00011    1.553e-05     3.22e-07   8.612e-06     4.10e-07   8.620e-10     6.18e-11
     0.03300      9.03498      0.75000      0.25965      0.26103      0.00011    1.471e-05     3.45e-07   8.471e-06     4.08e-07   9.089e-10     6.53e-11
     0.03400      9.30879      0.75000      0.25992      0.26130      0.00011    1.395e-05     3.19e-07   8.337e-06     4.04e-07   9.556e-10     6.91e-11
     0.03500      9.58259      0.75000      0.26018      0.26156      0.00011    1.325e-05     2.99e-07   8.210e-06     3.98e-07   1.002e-09     7.22e-11
     0.03600      9.85640      0.75000      0.26043      0.26181      0.00011    1.259e-05     3.03e-07   8.091e-06     3.95e-07   1.049e-09     7.57e-11
     0.03700     10.13021      0.75000      0.26068      0.26206      0.00011    1.197e-05     3.03e-07   7.977e-06     3.91e-07   1.095e-09     7.86e-11
     0.03800     10.40401      0.75000      0.26092      0.26230      0.00011    1.140e-05     2.91e-07   7.868e-06     3.85e-07   1.141e-09     8.16e-11
     0.03900     10.67782      0.75000      0.26115      0.26253      0.00011    1.086e-05     3.03e-07   7.765e-06     3.84e-07   1.187e-09     8.48e-11
     0.04000     10.95163      0.75000      0.26137      0.26275      0.00011    1.035e-05     2.86e-07   7.667e-06     3.80e-07   1.232e-09     8.80e-11

     0.00500      1.36835      1.00000      0.24010      0.24140      0.00012    3.204e-04     4.01e-06   3.022e-05     5.41e-07   2.922e-10     1.61e-10
     0.00600      1.64250      1.00000      0.24333      0.24465      0.00012    2.363e-04     2.29e-06   2.647e-05     4.73e-07   2.008e-10     1.05e-10
     0.00700      1.91629      1.00000      0.24573      0.24706      0.00012    1.831e-04     2.65e-06   2.372e-05     4.84e-07   1.528e-10     7.45e-11
     0.00800      2.19008      1.00000      0.24762      0.24896      0.00012    1.472e-04     1.97e-06   2.157e-05     4.77e-07   1.272e-10     5.54e-11
     0.00900      2.46388      1.00000      0.24918      0.25052      0.00012    1.217e-04     1.58e-06   1.983e-05     4.93e-07   1.151e-10     4.28e-11
     0.01000      2.73767      1.00000      0.25049      0.25183      0.00012    1.028e-04     1.33e-06   1.840e-05     4.99e-07   1.120e-10     3.42e-11
     0.01100      3.01147      1.00000      0.25162      0.25297      0.00012    8.839e-05     1.31e-06   1.720e-05     5.00e-07   1.156e-10     2.80e-11
     0.01200      3.28526      1.00000      0.25262      0.25397      0.00012    7.706e-05     1.13e-06   1.617e-05     5.02e-07   1.248e-10     2.35e-11
     0.01300      3.55906      1.00000      0.25351      0.25486      0.00012    6.797e-05     1.05e-06   1.529e-05     5.01e-07   1.385e-10     2.03e-11
     0.01400      3.83286      1.00000      0.25431      0.25567      0.00011    6.054e-05     7.67e-07   1.452e-05     4.97e-07   1.564e-10     1.85e-11
     0.01500      4.10666      1.00000      0.25504      0.25640      0.00011    5.436e-05     6.83e-07   1.385e-05     4.92e-07   1.779e-10     1.76e-11
     0.01600      4.38046      1.00000      0.25571      0.25707      0.00011    4.916e-05     6.57e-07   1.326e-05     4.90e-07   2.026e-10     1.74e-11
     0.01700      4.65426      1.00000      0.25633      0.25769      0.00011    4.472e-05     5.81e-07   1.274e-05     4.83e-07   2.304e-10     1.85e-11
     0.01800      4.92806      1.00000      0.25690      0.25827      0.00011    4.090e-05     5.83e-07   1.227e-05     4.81e-07   2.609e-10     1.96e-11
     0.01900      5.20187      1.00000      0.25744      0.25881      0.00011    3.758e-05     5.61e-07   1.185e-05     4.76e-07   2.938e-10     2.12e-11
     0.02000      5.47567      1.00000      0.25794      0.25931      0.00011    3.466e-05     5.50e-07   1.147e-05     4.72e-07   3.289e-10     2.37e-11
     0.02025      5.54414      1.00000      0.25806      0.25943      0.00011    3.399e-05     5.43e-07   1.138e-05     4.69e-07   3.380e-10     2.43e-11
     0.02050      5.61259      1.00000      0.25818      0.25955      0.00011    3.334e-05     5.37e-07   1.129e-05     4.68e-07   3.473e-10     2.49e-11
     0.02075      5.68104      1.00000      0.25830      0.25967      0.00011    3.270e-05     5.24e-07   1.121e-05     4.67e-07   3.566e-10     2.56e-11
     0.02100      5.74949      1.00000      0.25841      0.25979      0.00011    3.209e-05     5.25e-07   1.112e-05     4.65e-07   3.661e-10     2.62e-11
     0.02125      5.81794      1.00000      0.25853      0.25990      0.00011    3.149e-05     5.33e-07   1.104e-05     4.66e-07   3.756e-10     2.69e-11
     0.02150      5.88639      1.00000      0.25864      0.26001      0.00011    3.091e-05     5.25e-07   1.096e-05     4.66e-07   3.853e-10     2.76e-11
     0.02175      5.95484      1.00000      0.25875      0.26013      0.00011    3.035e-05     5.00e-07   1.088e-05     4.63e-07   3.951e-10     2.83e-11
     0.02200      6.02329      1.00000      0.25886      0.26024      0.00011    2.980e-05     4.92e-07   1.081e-05     4.62e-07   4.049e-10     2.90e-11
     0.02225      6.09174      1.00000      0.25897      0.26034      0.00011    2.927e-05     4.89e-07   1.073e-05     4.61e-07   4.149e-10     2.97e-11
     0.02250      6.16020      1.00000      0.25908      0.26045      0.00011    2.875e-05     4.69e-07   1.066e-05     4.59e-07   4.250e-10     3.03e-11
     0.02275      6.22865      1.00000      0.25918      0.26056      0.00011    2.825e-05     4.72e-07   1.059e-05     4.58e-07   4.351e-10     3.11e-11
     0.02300      6.29710      1.00000      0.25929      0.26066      0.00011    2.775e-05     4.68e-07   1.052e-05     4.57e-07   4.453e-10     3.18e-11
     0.02325      6.36555      1.00000      0.25939      0.26076      0.00011    2.728e-05     4.43e-07   1.045e-05     4.56e-07   4.557e-10     3.25e-11
     0.02350      6.43400      1.00000      0.25949      0.26087      0.00011    2.681e-05     4.76e-07   1.038e-05     4.58e-07   4.661e-10     3.33e-11
     0.02375      6.50245      1.00000      0.25959      0.26097      0.00011    2.636e-05     4.50e-07   1.031e-05     4.53e-07   4.765e-10     3.41e-11
     0.02400      6.57090      1.00000      0.25969      0.26106      0.00011    2.592e-05     4.71e-07   1.025e-05     4.54e-07   4.871e-10     3.49e-11
     0.02500      6.84470      1.00000      0.26007      0.26145      0.00011    2.425e-05     4.60e-07   1.000e-05     4.49e-07   5.300e-10     3.80e-11
     0.02600      7.11850      1.00000      0.26044      0.26182      0.00011    2.275e-05     4.31e-07   9.776e-06     4.39e-07   5.739e-10     4.13e-11
     0.02700      7.39231      1.00000      0.26079      0.26217      0.00011    2.137e-05     4.01e-07   9.565e-06     4.36e-07   6.186e-10     4.46e-11
     0.02800      7.66612      1.00000      0.26112      0.26250      0.00011    2.012e-05     4.01e-07   9.367e-06     4.30e-07   6.639e-10     4.77e-11
     0.02900      7.93993      1.00000      0.26144      0.26283      0.00011    1.897e-05     4.04e-07   9.183e-06     4.25e-07   7.098e-10     5.10e-11
     0.03000      8.21374      1.00000      0.26175      0.26314      0.00011    1.791e-05     3.79e-07   9.010e-06     4.21e-07   7.560e-10     5.44e-11
     0.03100      8.48755      1.00000      0.26205      0.26344      0.00011    1.693e-05     3.92e-07   8.848e-06     4.18e-07   8.025e-10     5.76e-11
     0.03200      8.76136      1.00000      0.26234      0.26373      0.00011    1.603e-05     3.63e-07   8.696e-06     4.16e-07   8.492e-10     6.14e-11
     0.03300      9.03517      1.00000      0.26262      0.26401      0.00011    1.519e-05     3.78e-07   8.552e-06     4.11e-07   8.960e-10     6.54e-11
     0.03400      9.30898      1.00000      0.26289      0.26427      0.00011    1.441e-05     3.45e-07   8.416e-06     4.05e-07   9.428e-10     6.84e-11
     0.03500      9.58280      1.00000      0.26315      0.26454      0.00011    1.369e-05     3.14e-07   8.287e-06     4.00e-07   9.895e-10     7.14e-11
     0.03600      9.85661      1.00000      0.26340      0.26479      0.00011    1.301e-05     3.25e-07   8.166e-06     3.96e-07   1.036e-09     7.47e-11
     0.03700     10.13042      1.00000      0.26364      0.26503      0.00011    1.238e-05     3.06e-07   8.050e-06     3.92e-07   1.082e-09     7.76e-11
     0.03800     10.40423      1.00000      0.26388      0.26527      0.00011    1.179e-05     3.13e-07   7.940e-06     3.90e-07   1.128e-09     8.08e-11
     0.03900     10.67805      1.00000      0.26411      0.26550      0.00011    1.123e-05     3.06e-07   7.835e-06     3.86e-07   1.174e-09     8.40e-11
     0.04000     10.95186      1.00000      0.26433      0.26573      0.00011    1.071e-05     2.91e-07   7.735e-06     3.83e-07   1.220e-09     8.71e-11

     0.00500      1.36835      1.50000      0.24555      0.24688      0.00012    3.425e-04     4.40e-06   3.096e-05     5.35e-07   3.293e-10     1.83e-10
     0.00600      1.64256      1.50000      0.24886      0.25020      0.00012    2.521e-04     3.00e-06   2.711e-05     4.78e-07   2.240e-10     1.19e-10
     0.00700      1.91637      1.50000      0.25131      0.25265      0.00012    1.950e-04     2.55e-06   2.430e-05     4.70e-07   1.681e-10     8.39e-11
     0.00800      2.19017      1.50000      0.25323      0.25458      0.00012    1.565e-04     2.00e-06   2.210e-05     4.72e-07   1.375e-10     6.22e-11
     0.00900      2.46398      1.50000      0.25480      0.25616      0.00012    1.292e-04     1.65e-06   2.033e-05     4.91e-07   1.218e-10     4.81e-11
     0.01000      2.73778      1.50000      0.25613      0.25749      0.00012    1.090e-04     1.43e-06   1.886e-05     4.97e-07   1.159e-10     3.83e-11
     0.01100      3.01159      1.50000      0.25727      0.25864      0.00012    9.367e-05     1.26e-06   1.762e-05     5.00e-07   1.171e-10     3.12e-11
     0.01200      3.28540      1.50000      0.25827      0.25965      0.00012    8.161e-05     1.19e-06   1.657e-05     5.02e-07   1.241e-10     2.61e-11
     0.01300      3.55921      1.50000      0.25917      0.26054      0.00012    7.195e-05     1.04e-06   1.566e-05     4.99e-07   1.358e-10     2.24e-11
     0.01400      3.83302      1.50000      0.25997      0.26135      0.00011    6.405e-05     8.48e-07   1.488e-05     4.97e-07   1.518e-10     1.99e-11
     0.01500      4.10683      1.50000      0.26070      0.26209      0.00011    5.750e-05     6.91e-07   1.418e-05     4.97e-07   1.714e-10     1.85e-11
     0.01600      4.38064      1.50000      0.26138      0.26276      0.00011    5.199e-05     7.47e-07   1.358e-05     4.91e-07   1.944e-10     1.84e-11
     0.01700      4.65445      1.50000      0.26200      0.26338      0.00011    4.730e-05     6.84e-07   1.303e-05     4.89e-07   2.204e-10     1.82e-11
     0.01800      4.92826      1.50000      0.26257      0.26396      0.00011    4.325e-05     6.03e-07   1.255e-05     4.83e-07   2.492e-10     1.91e-11
     0.01900      5.20208      1.50000      0.26311      0.26450      0.00011    3.974e-05     5.76e-07   1.212e-05     4.80e-07   2.805e-10     2.08e-11
     0.02000      5.47589      1.50000      0.26361      0.26500      0.00011    3.666e-05     5.56e-07   1.172e-05     4.73e-07   3.141e-10     2.27e-11
     0.02025      5.54436      1.50000      0.26373      0.26512      0.00011    3.595e-05     5.59e-07   1.163e-05     4.72e-07   3.228e-10     2.33e-11
     0.02050      5.61281      1.50000      0.26385      0.26524      0.00011    3.526e-05     5.63e-07   1.154e-05     4.73e-07   3.317e-10     2.38e-11
     0.02075      5.68127      1.50000      0.26397      0.26536      0.00011    3.459e-05     5.62e-07   1.145e-05     4.72e-07   3.406e-10     2.44e-11
     0.02100      5.74972      1.50000      0.26408      0.26548      0.00011    3.395e-05     5.41e-07   1.136e-05     4.69e-07   3.497e-10     2.52e-11
     0.02125      5.81818      1.50000      0.26420      0.26559      0.00011    3.332e-05     5.38e-07   1.128e-05     4.68e-07   3.589e-10     2.58e-11
     0.02150      5.88663      1.50000      0.26431      0.26570      0.00011    3.270e-05     5.32e-07   1.120e-05     4.67e-07   3.683e-10     2.65e-11
     0.02175      5.95508      1.50000      0.26442      0.26582      0.00011    3.211e-05     5.45e-07   1.112e-05     4.66e-07   3.777e-10     2.71e-11
     0.02200      6.02354      1.50000      0.26453      0.26593      0.00011    3.153e-05     5.41e-07   1.104e-05     4.67e-07   3.872e-10     2.77e-11
     0.02225      6.09199      1.50000      0.26464      0.26603      0.00011    3.097e-05     5.01e-07   1.096e-05     4.65e-07   3.969e-10     2.84e-11
     0.02250      6.16045      1.50000      0.26475      0.26614      0.00011    3.042e-05     4.92e-07   1.088e-05     4.63e-07   4.066e-10     2.91e-11
     0.02275      6.22890      1.50000      0.26485      0.26625      0.00011    2.989e-05     4.89e-07   1.081e-05     4.62e-07   4.165e-10     2.98e-11
     0.02300      6.29735      1.50000      0.26495      0.26635      0.00011    2.938e-05     4.82e-07   1.074e-05     4.61e-07   4.264e-10     3.04e-11
     0.02325      6.36581      1.50000      0.26506      0.26645      0.00011    2.887e-05     4.73e-07   1.067e-05     4.59e-07   4.364e-10     3.12e-11
     0.02350      6.43426      1.50000      0.26516      0.26655      0.00011    2.838e-05     4.75e-07   1.060e-05     4.59e-07   4.465e-10     3.19e-11
     0.02375      6.50272      1.50000      0.26526      0.26665      0.00011    2.790e-05     4.84e-07   1.053e-05     4.55e-07   4.567e-10     3.27e-11
     0.02400      6.57117      1.50000      0.26536      0.26675      0.00011    2.744e-05     4.70e-07   1.046e-05     4.57e-07   4.670e-10     3.35e-11
     0.02500      6.84498      1.50000      0.26574      0.26714      0.00011    2.569e-05     4.60e-07   1.021e-05     4.50e-07   5.088e-10     3.66e-11
     0.02600      7.11879      1.50000      0.26610      0.26750      0.00011    2.410e-05     4.38e-07   9.974e-06     4.44e-07   5.518e-10     3.97e-11
     0.02700      7.39261      1.50000      0.26645      0.26785      0.00011    2.266e-05     4.21e-07   9.756e-06     4.40e-07   5.956e-10     4.28e-11
     0.02800      7.66643      1.50000      0.26679      0.26819      0.00011    2.134e-05     4.30e-07   9.552e-06     4.36e-07   6.403e-10     4.59e-11
     0.02900      7.94025      1.50000      0.26711      0.26851      0.00011    2.013e-05     4.06e-07   9.362e-06     4.30e-07   6.855e-10     4.93e-11
     0.03000      8.21407      1.50000      0.26742      0.26882      0.00011    1.901e-05     3.68e-07   9.184e-06     4.27e-07   7.313e-10     5.26e-11
     0.03100      8.48789      1.50000      0.26771      0.26912      0.00011    1.798e-05     3.75e-07   9.016e-06     4.21e-07   7.774e-10     5.60e-11
     0.03200      8.76172      1.50000      0.26800      0.26941      0.00011    1.703e-05     3.63e-07   8.859e-06     4.19e-07   8.238e-10     5.93e-11
     0.03300      9.03554      1.50000      0.26828      0.26969      0.00011    1.615e-05     3.40e-07   8.711e-06     4.15e-07   8.704e-10     6.25e-11
     0.03400      9.30936      1.50000      0.26855      0.26995      0.00011    1.533e-05     3.70e-07   8.571e-06     4.11e-07   9.171e-10     6.67e-11
     0.03500      9.58318      1.50000      0.26880      0.27021      0.00011    1.457e-05     3.27e-07   8.438e-06     4.05e-07   9.638e-10     6.95e-11
     0.03600      9.85701      1.50000      0.26906      0.27046      0.00011    1.386e-05     3.33e-07   8.313e-06     4.01e-07   1.010e-09     7.26e-11
     0.03700     10.13083      1.50000      0.26930      0.27071      0.00011    1.320e-05     3.28e-07   8.194e-06     3.98e-07   1.057e-09     7.59e-11
     0.03800     10.40466      1.50000      0.26953      0.27094      0.00011    1.257e-05     3.19e-07   8.080e-06     3.94e-07   1.103e-09     7.90e-11
     0.03900     10.67848      1.50000      0.26976      0.27117      0.00011    1.199e-05     3.14e-07   7.972e-06     3.91e-07   1.149e-09     8.25e-11
     0.04000     10.95231      1.50000      0.26999      0.27140      0.00011    1.144e-05     2.89e-07   7.870e-06     3.86e-07   1.195e-09     8.57e-11

     0.00500      1.36835      2.00000      0.25068      0.25202      0.00012    3.649e-04     4.85e-06   3.167e-05     5.18e-07   3.692e-10     2.05e-10
     0.00600      1.64262      2.00000      0.25406      0.25542      0.00012    2.681e-04     3.23e-06   2.773e-05     4.83e-07   2.490e-10     1.34e-10
     0.00700      1.91644      2.00000      0.25656      0.25792      0.00012    2.071e-04     2.48e-06   2.486e-05     4.68e-07   1.846e-10     9.39e-11
     0.00800      2.19025      2.00000      0.25851      0.25988      0.00012    1.659e-04     2.35e-06   2.262e-05     4.76e-07   1.487e-10     6.94e-11
     0.00900      2.46407      2.00000      0.26010      0.26148      0.00012    1.368e-04     1.80e-06   2.080e-05     4.90e-07   1.293e-10     5.36e-11
     0.01000      2.73789      2.00000      0.26144      0.26282      0.00012    1.153e-04     1.60e-06   1.930e-05     4.97e-07   1.205e-10     4.25e-11
     0.01100      3.01170      2.00000      0.26259      0.26398      0.00012    9.899e-05     1.25e-06   1.804e-05     4.98e-07   1.194e-10     3.47e-11
     0.01200      3.28552      2.00000      0.26360      0.26499      0.00012    8.619e-05     1.27e-06   1.696e-05     4.99e-07   1.242e-10     2.88e-11
     0.01300      3.55934      2.00000      0.26450      0.26589      0.00012    7.594e-05     1.08e-06   1.603e-05     5.03e-07   1.340e-10     2.46e-11
     0.01400      3.83316      2.00000      0.26531      0.26671      0.00011    6.758e-05     8.94e-07   1.522e-05     5.02e-07   1.480e-10     2.16e-11
     0.01500      4.10698      2.00000      0.26604      0.26744      0.00011    6.065e-05     7.97e-07   1.451e-05     4.97e-07   1.659e-10     1.97e-11
     0.01600      4.38081      2.00000      0.26672      0.26812      0.00011    5.483e-05     7.81e-07   1.388e-05     4.96e-07   1.871e-10     1.94e-11
     0.01700      4.65463      2.00000      0.26734      0.26874      0.00011    4.987e-05     6.96e-07   1.332e-05     4.91e-07   2.114e-10     1.88e-11
     0.01800      4.92845      2.00000      0.26791      0.26932      0.00011    4.560e-05     6.21e-07   1.282e-05     4.86e-07   2.386e-10     1.93e-11
     0.01900      5.20228      2.00000      0.26845      0.26986      0.00011    4.190e-05     6.05e-07   1.237e-05     4.80e-07   2.683e-10     2.05e-11
     0.02000      5.47610      2.00000      0.26895      0.27036      0.00011    3.866e-05     5.81e-07   1.197e-05     4.78e-07   3.004e-10     2.21e-11
     0.02025      5.54457      2.00000      0.26907      0.27048      0.00011    3.791e-05     5.77e-07   1.187e-05     4.75e-07   3.088e-10     2.26e-11
     0.02050      5.61303      2.00000      0.26919      0.27060      0.00011    3.718e-05     5.65e-07   1.178e-05     4.74e-07   3.172e-10     2.30e-11
     0.02075      5.68149      2.00000      0.26931      0.27072      0.00011    3.648e-05     5.59e-07   1.169e-05     4.73e-07   3.259e-10     2.35e-11
     0.02100      5.74994      2.00000      0.26943      0.27083      0.00011    3.580e-05     5.68e-07   1.160e-05     4.74e-07   3.346e-10     2.42e-11
     0.02125      5.81840      2.00000      0.26954      0.27095      0.00011    3.514e-05     5.47e-07   1.151e-05     4.72e-07   3.435e-10     2.48e-11
     0.02150      5.88685      2.00000      0.26965      0.27106      0.00011    3.449e-05     5.37e-07   1.143e-05     4.70e-07   3.524e-10     2.54e-11
     0.02175      5.95531      2.00000      0.26976      0.27117      0.00011    3.387e-05     5.26e-07   1.134e-05     4.69e-07   3.615e-10     2.60e-11
     0.02200      6.02377      2.00000      0.26987      0.27128      0.00011    3.326e-05     5.30e-07   1.126e-05     4.70e-07   3.707e-10     2.67e-11
     0.02225      6.09222      2.00000      0.26998      0.27139      0.00011    3.267e-05     5.25e-07   1.118e-05     4.69e-07   3.800e-10     2.73e-11
     0.02250      6.16068      2.00000      0.27009      0.27150      0.00011    3.209e-05     5.23e-07   1.111e-05     4.67e-07   3.894e-10     2.79e-11
     0.02275      6.22914      2.00000      0.27019      0.27160      0.00011    3.154e-05     4.95e-07   1.103e-05     4.66e-07   3.990e-10     2.85e-11
     0.02300      6.29760      2.00000      0.27029      0.27171      0.00011    3.099e-05     4.99e-07   1.096e-05     4.64e-07   4.086e-10     2.93e-11
     0.02325      6.36605      2.00000      0.27040      0.27181      0.00011    3.046e-05     4.95e-07   1.088e-05     4.63e-07   4.183e-10     3.00e-11
