223.800000	-0.000150
224.400000	-0.000130
225.000000	-0.000120
225.600000	-0.000110
226.200000	-0.000100
226.800000	-0.000070
227.400000	-0.000030
228.000000	0.000010
228.600000	0.000050
229.200000	0.000100
229.800000	0.000140
230.400000	0.000160
231.000000	0.000140
231.600000	0.000130
232.200000	0.000130
232.800000	0.000130
233.400000	0.000130
234.000000	0.000130
234.600000	0.000130
235.200000	0.000130
235.800000	0.000120
236.400000	0.000120
237.000000	0.000120
237.600000	0.000120
238.200000	0.000120
238.800000	0.000120
239.400000	0.000130
240.000000	0.000150
240.600000	0.000160
241.200000	0.000170
241.800000	0.000180
242.400000	0.000200
243.000000	0.000220
243.600000	0.000240
244.200000	0.000270
244.800000	0.000290
245.400000	0.000300
246.000000	0.000310
246.600000	0.000330
247.200000	0.000340
247.800000	0.000340
248.400000	0.000330
249.000000	0.000320
249.600000	0.000000
