2.1222e-05  1.4738e-05  1.4738e-05  1.7594e-05  1.4738e-05  1.7594e-05  2.0696e-06    1.81e-06    1.81e-06  1.9144e-06    1.81e-06  1.9144e-06           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.4738e-05    0.020186  1.4738e-05  0.00043851  0.00043851  1.4738e-05    1.81e-06   0.0028623    1.81e-06  4.4628e-05  4.4628e-05    1.81e-06           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.4738e-05  1.4738e-05      8.9756  1.4738e-05   0.0090469   0.0090469    1.81e-06    1.81e-06      1.2004    1.81e-06   0.0012303   0.0012303           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.7594e-05  0.00043851  1.4738e-05  0.00027384  0.00023236  1.6166e-05  1.9144e-06  5.0364e-05    1.81e-06  3.2587e-05  2.7251e-05  1.8622e-06           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.4738e-05  0.00043851   0.0090469  0.00023236      0.1214   0.0046396    1.81e-06  5.0364e-05   0.0012904  2.7251e-05    0.010073  0.00064535           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
1.7594e-05  1.4738e-05   0.0090469  1.6166e-05   0.0046396   0.0054214  1.9144e-06    1.81e-06   0.0012904  1.8622e-06  0.00064535  0.00073822           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0
2.0696e-06    1.81e-06    1.81e-06  1.9144e-06    1.81e-06  1.9144e-06  1.2181e-05  8.3973e-06  8.3973e-06  1.0133e-05  8.3973e-06  1.0133e-05  9.0948e-07  5.8438e-07  5.8438e-07  7.1914e-07  5.8438e-07  7.1914e-07           0           0           0           0           0           0           0           0           0           0           0           0
1.81e-06   0.0028623    1.81e-06  5.0364e-05  5.0364e-05    1.81e-06  8.3973e-06    0.026651  8.3973e-06  0.00038001  0.00038001  8.3973e-06  5.8438e-07   0.0049348  5.8438e-07  7.4298e-05  7.4298e-05  5.8438e-07           0           0           0           0           0           0           0           0           0           0           0           0
1.80995e-06  1.80995e-06      1.20039  1.80995e-06   0.00129042   0.00129042  8.39728e-06  8.39728e-06      10.5253  8.39728e-06   0.00652957   0.00652957  5.84383e-07  5.84383e-07      1.60871  5.84383e-07   0.00139771   0.00139771            0            0            0            0            0            0            0            0            0            0            0            0
1.9144e-06  4.4628e-05    1.81e-06  3.2587e-05  2.7251e-05  1.8622e-06  1.0133e-05  0.00038001  8.3973e-06  0.00023156   0.0001982  9.2653e-06  7.1914e-07  7.3954e-05  5.8438e-07  4.7048e-05  3.8832e-05  6.5176e-07           0           0           0           0           0           0           0           0           0           0           0           0
