1.81e-06  4.4628e-05   0.0012303  2.7251e-05    0.010073  0.00064535  8.3973e-06  0.00038001   0.0065296   0.0001982     0.12424   0.0034316  5.8438e-07  7.3954e-05   0.0014454  3.8832e-05    0.016741  0.00071483           0           0           0           0           0           0           0           0           0           0           0           0
1.9144e-06    1.81e-06   0.0012303  1.8622e-06  0.00064535  0.00073822  1.0133e-05  8.3973e-06   0.0065296  9.2653e-06   0.0034316   0.0039978  7.1914e-07  5.8438e-07   0.0014454  6.5176e-07  0.00071483  0.00074127           0           0           0           0           0           0           0           0           0           0           0           0
0           0           0           0           0           0  9.0948e-07  5.8438e-07  5.8438e-07  7.1914e-07  5.8438e-07  7.1914e-07  1.0002e-05  5.2476e-06  5.2476e-06  7.3042e-06  5.2476e-06  7.3042e-06  1.1149e-06  4.5257e-07  4.5257e-07  7.5295e-07  4.5257e-07  7.5295e-07           0           0           0           0           0           0
0           0           0           0           0           0  5.8438e-07   0.0049348  5.8438e-07  7.3954e-05  7.3954e-05  5.8438e-07  5.2476e-06    0.056534  5.2476e-06  0.00048788  0.00048788  5.2476e-06  4.5257e-07    0.011255  4.5257e-07  9.5053e-05  9.5053e-05  4.5257e-07           0           0           0           0           0           0
0            0            0            0            0            0  5.84383e-07  5.84383e-07      1.60871  5.84383e-07   0.00144537   0.00144537  5.24756e-06  5.24756e-06      20.0668  5.24756e-06    0.0082163    0.0082163  4.52568e-07  4.52568e-07      3.92685  4.52568e-07  0.000835411  0.000835411            0            0            0            0            0            0
0           0           0           0           0           0  7.1914e-07  7.4298e-05  5.8438e-07  4.7048e-05  3.8832e-05  6.5176e-07  7.3042e-06  0.00048788  5.2476e-06  0.00032097  0.00024986  6.2759e-06  7.5295e-07  9.6884e-05  4.5257e-07  5.8951e-05  4.6247e-05  6.0276e-07           0           0           0           0           0           0
0           0           0           0           0           0  5.8438e-07  7.4298e-05   0.0013977  3.8832e-05    0.016741  0.00071483  5.2476e-06  0.00048788   0.0082163  0.00024986     0.27397   0.0040957  4.5257e-07  9.6884e-05  0.00082663  4.6247e-05    0.028748  0.00044474           0           0           0           0           0           0
0           0           0           0           0           0  7.1914e-07  5.8438e-07   0.0013977  6.5176e-07  0.00071483  0.00074127  7.3042e-06  5.2476e-06   0.0082163  6.2759e-06   0.0040957   0.0052281  7.5295e-07  4.5257e-07  0.00082663  6.0276e-07  0.00044474  0.00070824           0           0           0           0           0           0
0           0           0           0           0           0           0           0           0           0           0           0  1.1149e-06  4.5257e-07  4.5257e-07  7.5295e-07  4.5257e-07  7.5295e-07  9.4214e-06  3.0566e-06  3.0566e-06  5.5164e-06  3.0566e-06  5.5164e-06  9.3183e-07  2.9324e-07  2.9324e-07   5.583e-07  2.9324e-07   5.583e-07
0           0           0           0           0           0           0           0           0           0           0           0  4.5257e-07    0.011255  4.5257e-07  9.6884e-05  9.6884e-05  4.5257e-07  3.0566e-06      0.1014  3.0566e-06  0.00045108  0.00045108  3.0566e-06  2.9324e-07    0.022945  2.9324e-07  7.8784e-05  7.8784e-05  2.9324e-07
0            0            0            0            0            0            0            0            0            0            0            0  4.52568e-07  4.52568e-07      3.92685  4.52568e-07  0.000826634  0.000826634  3.05661e-06  3.05661e-06       37.288  3.05661e-06   0.00822286   0.00822286  2.93239e-07  2.93239e-07      4.45334  2.93239e-07   0.00138422   0.00138422
0           0           0           0           0           0           0           0           0           0           0           0  7.5295e-07  9.5053e-05  4.5257e-07  5.8951e-05  4.6247e-05  6.0276e-07  5.5164e-06  0.00045108  3.0566e-06  0.00037789  0.00023859  4.2865e-06   5.583e-07  7.7887e-05  2.9324e-07  6.0896e-05  3.8599e-05  4.2577e-07
0           0           0           0           0           0           0           0           0           0           0           0  4.5257e-07  9.5053e-05  0.00083541  4.6247e-05    0.028748  0.00044474  3.0566e-06  0.00045108   0.0082229  0.00023859     0.51487   0.0041632  2.9324e-07  7.7887e-05  0.00098301  3.8599e-05    0.066984  0.00051063
0           0           0           0           0           0           0           0           0           0           0           0  7.5295e-07  4.5257e-07  0.00083541  6.0276e-07  0.00044474  0.00070824  5.5164e-06  3.0566e-06   0.0082229  4.2865e-06   0.0041632   0.0065353   5.583e-07  2.9324e-07  0.00098301  4.2577e-07  0.00051063  0.00091657
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  9.3183e-07  2.9324e-07  2.9324e-07   5.583e-07  2.9324e-07   5.583e-07   1.361e-05  2.6115e-06  2.6115e-06  6.4019e-06  2.6115e-06  6.4019e-06
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  2.9324e-07    0.022945  2.9324e-07  7.7887e-05  7.7887e-05  2.9324e-07  2.6115e-06     0.17537  2.6115e-06  0.00057678  0.00057678  2.6115e-06
0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0            0  2.93239e-07  2.93239e-07      4.45334  2.93239e-07  0.000983014  0.000983014  2.61146e-06  2.61146e-06      64.6779  2.61146e-06    0.0107502    0.0107502
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0   5.583e-07  7.8784e-05  2.9324e-07  6.0896e-05  3.8599e-05  4.2577e-07  6.4019e-06  0.00057678  2.6115e-06  0.00060129  0.00029561  4.5067e-06
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0  2.9324e-07  7.8784e-05   0.0013842  3.8599e-05    0.066984  0.00051063  2.6115e-06  0.00057678     0.01075  0.00029561     0.81631   0.0054717
0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0           0   5.583e-07  2.9324e-07   0.0013842  4.2577e-07  0.00051063  0.00091657  6.4019e-06  2.6115e-06     0.01075  4.5067e-06   0.0054717    0.010076
